,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-10-23,PB,Amritsar,,,,60971,1846,59109,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
1,2022-10-23,PB,Barnala,,,,7719,364,7354,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
2,2022-10-23,PB,Bathinda,,,,52451,1429,51015,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
3,2022-10-23,PB,Faridkot,,,,17218,414,16802,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
4,2022-10-23,PB,Fatehgarh Sahib,,,,12645,437,12206,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
5,2022-10-23,PB,Fazilka,,,,23991,621,23360,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
6,2022-10-23,PB,Ferozepur,,,,18372,540,17831,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
7,2022-10-23,PB,Gurdaspur,,,,27279,871,26408,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
8,2022-10-23,PB,Hoshiarpur,,,,42429,1419,40999,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
9,2022-10-23,PB,Jalandhar,,,,81109,1983,79108,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
10,2022-10-23,PB,Kapurthala,,,,22585,601,21980,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
11,2022-10-23,PB,Ludhiana,,,,113574,3017,110545,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
12,2022-10-23,PB,Mansa,,,,17419,392,17027,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
13,2022-10-23,PB,Moga,,,,11249,272,10975,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
14,2022-10-23,PB,Pathankot,,,,25028,521,24502,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
15,2022-10-23,PB,Patiala,,,,64222,1722,62496,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
16,2022-10-23,PB,Rupnagar,,,,19086,459,18623,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
17,2022-10-23,PB,S.A.S. Nagar,,,,101076,1168,99899,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
18,2022-10-23,PB,Sangrur,,,,14710,869,13841,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
19,2022-10-23,PB,Shahid Bhagat Singh Nagar,,,,13871,409,13459,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
20,2022-10-23,PB,Sri Muktsar Sahib,,,,22835,542,22291,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
21,2022-10-23,PB,Tarn Taran,,,,11055,399,10654,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
22,2022-10-23,PB,Unknown,,,,-2470,-2590,92,,2022-10-24 11:55:27.207923,,,,782488,17920,764425,20862705,0,0
