"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","262","90","232120","2","12231","244351","765"
"Bageshwar","323","20","205742","0","5766","211508","782"
"Chamoli","243","235","285629","0","12249","297878","454"
"Champawat","1381","1513","241310","0","7613","248923","1541"
"Dehradun","2433","2012","1886217","15","112606","1998823","908"
"Haridwar","4760","4837","2116924","2","51563","2168487","1238"
"Nainital","1651","1918","547639","0","39320","586959","476"
"Pauri Garhwal","1115","772","390817","1","17731","408548","646"
"Pithoragarh","437","519","216899","1","10270","227169","922"
"Rudraprayag","331","424","192842","0","8803","201645","770"
"Tehri Garhwal","268","290","298057","0","15840","313897","620"
"US Nagar","1875","772","908409","0","37889","946298","549"
"Uttarkashi","464","45","335767","0","12561","348328","843"
"Total","15543","13447","7858372","21","344442","8202814","10514"
