Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-04-19,HP,Bilaspur,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,18235,95,18139,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,1
2022-04-19,HP,Chamba,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,16100,171,15917,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,2
2022-04-19,HP,Hamirpur,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,23331,329,22994,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,1
2022-04-19,HP,Kangra,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,63757,1246,62483,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,7
2022-04-19,HP,Kinnaur,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,4445,41,4404,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,0
2022-04-19,HP,Kullu,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,11962,162,11797,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,2
2022-04-19,HP,Lahaul and Spiti,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,3156,18,3138,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,0
2022-04-19,HP,Mandi,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,38831,502,38322,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,0
2022-04-19,HP,Shimla,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,35709,716,34986,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,4
2022-04-19,HP,Sirmaur,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,19861,221,19640,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,0
2022-04-19,HP,Solan,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,30621,335,30279,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,0
2022-04-19,HP,Una,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,18704,279,18416,,2022-04-19 21:55:44.136943,2022-04-19 17:00:00+05:30,https://twitter.com/nhm_hp,,284712,4115,280515,,19,2
