"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","10","41139","12","40726","44","0","369","0"
"","2","Ballari","26","116916","49","114849","289","1","1776","2"
"","3","Belagavi","5","101458","7","100311","139","0","1006","2"
"","4","Bengaluru Rural","18","80077","15","79072","95","0","910","0"
"","5","Bengaluru urban","987","1859935","799","1835303","7651","0","16980","1"
"","6","Bidar","1","30016","0","29584","8","0","420","4"
"","7","Chamarajanagara","13","44044","11","43424","82","0","527","11"
"","8","Chikkaballapura","7","55925","8","55406","56","0","462","1"
"","9","Chikkamagaluru","25","57693","1","57137","149","0","407","0"
"","10","Chitradurga","5","46506","7","46247","20","0","239","0"
"","11","Dakshina 
Kannada","12","136548","16","134617","72","0","1849","10"
"","12","Davanagere","12","58060","9","57341","93","0","626","0"
"","13","Dharwada","12","85863","53","84361","95","1","1400","7"
"","14","Gadag","0","30677","1","30334","5","0","338","0"
"","15","Hassana","73","145052","38","143435","308","0","1307","2"
"","16","Haveri","2","27103","9","26405","26","0","672","0"
"","17","Kalaburagi","7","77306","7","76321","100","0","885","0"
"","18","Kodagu","29","49908","0","49417","138","0","352","1"
"","19","Kolara","1","63724","46","63023","34","0","667","0"
"","20","Koppala","4","41519","4","40946","30","0","543","0"
"","21  Mandya","","8","102144","37","101338","95","0","711","0"
"","22  Mysuru","","99","232194","57","229068","563","0","2563","0"
"","23","Raichuru","10","46059","49","45584","106","0","369","0"
"","24","Ramanagara","27","30209","5","29753","109","0","347","0"
"","25","Shivamogga","42","83990","13","82682","174","0","1133","1"
"","26","Tumakuru","15","160561","21","159248","93","0","1220","0"
"","27","Udupi","7","96043","6","95457","39","0","547","0"
"","28","Uttara Kannada","5","71683","9","70811","58","0","814","0"
"","29","Vijayapura","2","41160","6","40614","24","0","522","0"
"","30","Yadagiri","1","30016","0","29790","14","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1465","4043564","1295","3992637","10709","2","40176","42"
"*
    
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 23-08-2022 
Page 5 of 9","","","","","","","","","",""
