,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Ariyalur,2,0,2,,2120,2029,30,21.0,1.0,22.0,,12842.0,26616.0,752481,,,,16903,262,16607,,495692,195235,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
1,1,1,1,1,1,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Chengalpattu,57,3,72,,1515,3512,606,435.0,10.0,496.0,,17216.0,42996.0,2556244,,,,173011,2525,169717,,1361529,663236,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
2,2,2,2,2,2,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Chennai,122,1,105,,2234,7645,793,846.0,12.0,753.0,,28764.0,104852.0,7100000,,,,556649,8581,546782,,4960982,3004782,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
3,3,3,3,3,3,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Coimbatore,115,2,113,,1101,6353,823,840.0,9.0,778.0,,15160.0,91965.0,3472578,,,,248662,2442,245035,,2739878,1331324,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
4,4,4,4,4,4,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Cuddalore,11,0,13,,13956,16014,123,81.0,1.0,109.0,,114048.0,127044.0,2600880,,,,64315,871,63304,,1677010,840987,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
5,5,5,5,5,5,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Dharmapuri,12,0,15,,1561,4565,102,102.0,1.0,102.0,,11344.0,38027.0,1502900,,,,28680,278,28237,,786111,327834,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
6,6,6,6,6,6,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Dindigul,8,0,8,,6470,8606,40,33.0,2.0,34.0,,32261.0,85223.0,2161367,,,,33175,650,32473,,1273654,595292,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
7,7,7,7,7,7,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Erode,68,0,74,,1909,5816,489,464.0,1.0,456.0,,14406.0,68872.0,2259608,,,,105410,693,103940,,1390879,643482,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
8,8,8,8,8,8,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Kallakurichi,6,0,11,,7353,6817,84,67.0,0.0,88.0,,35757.0,65387.0,1370281,,,,31516,210,31214,,740172,385562,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
9,9,9,9,9,9,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Kancheepuram,21,0,23,,1444,3375,215,131.0,2.0,155.0,,11537.0,20786.0,1166401,,,,75358,1262,73823,,683227,284554,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
10,10,10,10,10,10,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Kanyakumari,12,1,19,,1356,4857,126,100.0,3.0,135.0,,10589.0,47572.0,1863178,,,,62650,1053,61422,,1118045,522197,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
11,11,11,11,11,11,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Karur,15,0,17,,579,3637,149,109.0,1.0,155.0,,5760.0,42065.0,1076588,,,,24400,361,23852,,633122,339951,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
12,12,12,12,12,12,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Krishnagiri,7,0,16,,2168,5308,122,49.0,1.0,103.0,,16503.0,49896.0,1883731,,,,43743,351,43285,,1061438,470806,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
13,13,13,13,13,13,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Madurai,13,0,14,,3357,5913,92,80.0,1.0,80.0,,28666.0,58664.0,3991038,,,,75401,1179,74088,,1539698,664268,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
14,14,14,14,14,14,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Mayiladuthurai,4,0,3,,0,0,28,17.0,0.0,25.0,,0.0,0.0,901000,,,,23335,316,22986,,0,0,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
15,15,15,15,15,15,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Nagapattinam,10,1,9,,2055,4511,83,55.0,1.0,80.0,,13705.0,55229.0,1614069,,,,21223,353,20781,,830793,357278,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
16,16,16,16,16,16,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Namakkal,39,0,43,,1429,6216,321,268.0,1.0,283.0,,11099.0,55601.0,1721179,,,,52933,503,51978,,1001132,459839,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
17,17,17,17,17,17,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Nilgiris,18,0,21,,170,3872,134,125.0,0.0,146.0,,1848.0,35993.0,735071,,,,33868,213,33468,,504504,397166,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
18,18,18,18,18,18,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Perambalur,3,0,1,,1634,6310,21,9.0,0.0,10.0,,9810.0,26799.0,564511,,,,12092,244,11829,,337888,168168,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
19,19,19,19,19,19,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Pudukkottai,7,0,4,,1523,5456,66,42.0,0.0,56.0,,12459.0,57683.0,1918725,,,,30290,417,29800,,842600,394434,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
20,20,20,20,20,20,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Ramanathapuram,2,0,1,,15525,6089,22,12.0,0.0,20.0,,75545.0,58566.0,1337560,,,,20599,359,20219,,748997,362350,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
21,21,21,21,21,21,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Ranipet,5,0,5,,1422,3054,75,18.0,0.0,60.0,,12616.0,26412.0,1210277,,,,43513,775,42702,,576939,214781,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
22,22,22,22,22,22,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Salem,40,2,51,,9270,12998,424,298.0,5.0,348.0,,42182.0,102070.0,3480008,,,,100739,1694,98512,,1973851,916548,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
23,23,23,23,23,23,2021-11-17,TN,782,13,907,101984,148072,220943,7055,5619.0,77.0,6490.0,715471.0,1010336.0,2049723.0,Sivaganga,5,0,7,,1244,4690,86,46.0,0.0,86.0,,9531.0,45405.0,1341250,,,,20334,208,20043,,741578,356884,2021-11-18T14:47:11.011680+05:30,75695000,,,,2717203,36324,2671668,52952443,42572736,20382653,0,0,0,0,0
