,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,East Garo Hills,7,0,1,,194,448,0,5,12.0,0.0,3.0,,1761.0,3446.0,0,317618,,,,1887,14,1857,,50509,27178,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
1,1,1,1,1,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,East Jaintia Hills,1,0,0,,22,116,0,5,4.0,0.0,3.0,,664.0,2816.0,0,122436,,,,2439,32,2403,,65740,40022,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
2,2,2,2,2,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,East Khasi Hills,20,0,25,,322,1245,0,188,117.0,1.0,165.0,,2094.0,8420.0,0,824059,,,,41378,992,40196,,323285,246567,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
3,3,3,3,3,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,North Garo Hills,0,0,0,,227,609,0,3,0.0,0.0,0.0,,1141.0,3678.0,0,118325,,,,1685,8,1677,,65017,36602,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
4,4,4,4,4,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,Ri-Bhoi,3,0,5,,0,0,0,11,9.0,0.0,8.0,,0.0,0.0,0,0,,,,9719,90,9614,,0,0,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
5,5,5,5,5,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,South Garo Hills,0,0,0,,106,139,0,0,0.0,0.0,0.0,,497.0,1448.0,0,142574,,,,1217,12,1204,,41138,21970,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
6,6,6,6,6,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,South West Garo Hills,0,0,0,,242,544,0,3,0.0,0.0,0.0,,2895.0,5205.0,0,172495,,,,1873,18,1854,,79658,51337,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
7,7,7,7,7,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,South West Khasi Hills,0,0,0,,56,425,0,3,0.0,0.0,1.0,,269.0,2005.0,0,110152,,,,2549,17,2532,,33990,20805,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
8,8,8,8,8,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,West Garo Hills,4,0,1,,372,957,0,10,15.0,1.0,20.0,,3094.0,9072.0,0,642923,,,,9065,73,8974,,215635,141163,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
9,9,9,9,9,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,West Jaintia Hills,1,0,0,,138,372,0,8,9.0,0.0,5.0,,1108.0,3680.0,0,270352,,,,6817,135,6671,,86818,57430,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
10,10,10,10,10,2021-11-17,ML,37,0,34,0,1944,5577,0,268,175.0,4.0,223.0,,16137.0,45377.0,0.0,West Khasi Hills,1,0,2,,99,294,0,32,9.0,2.0,18.0,,643.0,1886.0,0,385601,,,,5488,74,5404,,78435,47445,0,0,2021-11-18T14:47:03.288923+05:30,3224000,,,,84117,1465,82386,,1136282,748229,0,0,0.0,0
