"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20185","19905","13","267"
"2","Chengalpattu","250736","247698","380","2658"
"3","Chennai","786289","774684","2536","9069"
"4","Coimbatore","337890","334637","635","2618"
"5","Cuddalore","75450","74431","124","895"
"6","Dharmapuri","36675","36332","60","283"
"7","Dindigul","38604","37855","84","665"
"8","Erode","135156","134092","330","734"
"9","Kallakurichi","36893","36677","1","215"
"10","Kancheepuram","97616","96264","50","1302"
"11","Kanyakumari","88984","87753","146","1085"
"12","Karur","30125","29715","38","372"
"13","Krishnagiri","61341","60707","263","371"
"14","Madurai","92768","91434","98","1236"
"15","Mayiladuthurai","27160","26724","106","330"
"16","Nagapattinam","25865","25456","34","375"
"17","Namakkal","69307","68662","111","534"
"18","Nilgiris","42689","42444","19","226"
"19","Perambalur","14877","14589","39","249"
"20","Pudukottai","35116","34664","26","426"
"21","Ramanathapuram","24964","24585","11","368"
"22","Ranipet","55849","55033","29","787"
"23","Salem","130437","128428","247","1762"
"24","Sivagangai","24888","24609","60","219"
"25","Tenkasi","33779","33247","42","490"
"26","Thanjavur","93296","92158","98","1040"
"27","Theni","51739","51176","30","533"
"28","Thirupathur","35958","35296","29","633"
"29","Thiruvallur","152620","150593","87","1940"
"30","Thiruvannamalai","68014","67293","36","685"
"31","Thiruvarur","48854","48324","57","473"
"32","Thoothukudi","66970","66478","44","448"
"33","Tirunelveli","65534","64967","122","445"
"34","Tiruppur","131364","130157","155","1052"
"35","Trichy","97525","96253","111","1161"
"36","Vellore","57908","56700","45","1163"
"37","Villupuram","55969","55554","48","367"
"38","Virudhunagar","59085","58480","50","555"
"39","Airport Surveillance 
(International)","1387","1384","2","1"
"40","Airport Surveillance 
(Domestic)","1159","1154","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,61,453","35,17,020","6,400","38,033"
