,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Ariyalur,4,0,4,,1141,4061,0,21.0,0.0,32.0,,4994.0,11133.0,752481,,,,16890,261,16595,,485089,175168,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
1,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Chengalpattu,59,1,67,,1069,2687,0,493.0,3.0,563.0,,4806.0,12683.0,2556244,,,,172698,2516,169361,,1345628,623289,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
2,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Chennai,117,0,112,,1238,4404,0,864.0,9.0,915.0,,8212.0,28920.0,7100000,,,,556045,8570,546270,,4933649,2904975,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
3,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Coimbatore,109,0,106,,1063,5421,0,711.0,8.0,777.0,,6679.0,33415.0,3472578,,,,248042,2433,244475,,2726577,1249329,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
4,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Cuddalore,12,0,15,,13186,15442,0,93.0,0.0,123.0,,47341.0,77795.0,2600880,,,,64260,870,63227,,1586187,744453,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
5,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Dharmapuri,14,0,13,,1126,3208,0,105.0,1.0,104.0,,4069.0,11004.0,1502900,,,,28605,277,28160,,776451,294701,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
6,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Dindigul,3,1,2,,2934,9022,0,29.0,2.0,47.0,,7874.0,26954.0,2161367,,,,33148,649,32445,,1245556,524157,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
7,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Erode,66,0,59,,915,3548,0,434.0,3.0,382.0,,5364.0,21576.0,2259608,,,,105075,692,103600,,1378242,581639,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
8,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Kallakurichi,12,0,12,,3264,7379,0,55.0,0.0,36.0,,9580.0,23441.0,1370281,,,,31472,210,31145,,709609,332220,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
9,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Kancheepuram,19,0,23,,989,2153,0,149.0,3.0,185.0,,7047.0,10787.0,1166401,,,,75266,1261,73712,,673258,266542,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
10,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Kanyakumari,16,0,16,,1507,5854,0,121.0,0.0,116.0,,6749.0,26119.0,1863178,,,,62580,1050,61321,,1110279,485381,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
11,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Karur,19,0,21,,356,3283,0,128.0,2.0,127.0,,1475.0,11306.0,1076588,,,,24328,360,23741,,628072,303936,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
12,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Krishnagiri,8,0,18,,1478,5073,0,69.0,0.0,121.0,,4698.0,15935.0,1883731,,,,43712,350,43220,,1047057,428403,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
13,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Madurai,11,0,14,,2810,4712,0,75.0,1.0,85.0,,14067.0,26250.0,3991038,,,,75344,1178,74035,,1516454,614360,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
14,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Mayiladuthurai,1,0,5,,0,0,0,29.0,0.0,35.0,,0.0,0.0,901000,,,,23321,316,22969,,0,0,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
15,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Nagapattinam,9,0,12,,1938,7557,0,58.0,2.0,96.0,,6061.0,23726.0,1614069,,,,21187,352,20728,,820306,316929,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
16,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Namakkal,36,1,39,,878,6373,0,270.0,1.0,258.0,,3207.0,15927.0,1721179,,,,52742,503,51770,,991721,414752,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
17,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Nilgiris,17,0,24,,234,5088,0,106.0,0.0,120.0,,794.0,19576.0,735071,,,,33775,213,33365,,503010,369832,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
18,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Perambalur,3,0,3,,1219,850,0,16.0,0.0,23.0,,2722.0,4339.0,564511,,,,12089,244,11823,,330015,142887,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
19,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Pudukkottai,4,0,8,,1511,6448,0,42.0,1.0,75.0,,4331.0,24460.0,1918725,,,,30258,417,29763,,832587,348160,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
20,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Ramanathapuram,2,0,6,,8458,8232,0,16.0,0.0,24.0,,21300.0,26770.0,1337560,,,,20591,359,20210,,688673,317750,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
21,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Ranipet,1,0,10,,802,2033,0,25.0,0.0,65.0,,7191.0,15637.0,1210277,,,,43498,775,42666,,565634,191841,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
22,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Salem,45,0,52,,2723,7433,0,346.0,1.0,373.0,,9506.0,30258.0,3480008,,,,100532,1689,98265,,1936288,828036,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
23,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Sivaganga,8,0,16,,983,4725,0,47.0,1.0,62.0,,6634.0,28800.0,1341250,,,,20301,208,19988,,733698,320111,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
24,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Tenkasi,-1,0,1,,975,5582,0,2.0,0.0,13.0,,5067.0,18224.0,1407627,,,,27378,485,26865,,744172,255600,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
25,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Thanjavur,27,1,34,,2476,2713,0,201.0,5.0,260.0,,12156.0,28096.0,2402781,,,,75738,983,74375,,1251043,520921,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
26,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Theni,0,0,2,,1090,3841,0,7.0,0.0,12.0,,3438.0,12068.0,1243684,,,,43590,521,43048,,664314,319394,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
27,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Thiruvallur,22,0,30,,1140,2042,0,215.0,1.0,236.0,,4306.0,9903.0,3725697,,,,119752,1843,117567,,1047362,394368,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
28,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Thiruvarur,14,0,19,,1630,2796,0,105.0,3.0,138.0,,5181.0,12167.0,1268094,,,,41677,450,41016,,637391,263108,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
29,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Thoothukkudi,8,0,8,,9417,3827,0,56.0,0.0,80.0,,12673.0,13563.0,1738376,,,,56414,409,55904,,1002359,346046,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
30,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Tiruchirappalli,42,2,48,,6171,7224,0,256.0,4.0,291.0,,12128.0,21647.0,2713858,,,,77949,1064,76517,,1481985,660716,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
31,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Tirunelveli,16,0,17,,2363,3964,0,80.0,0.0,85.0,,8267.0,15388.0,1665253,,,,49508,433,48946,,826147,294551,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
32,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Tirupathur,3,0,9,,978,2596,0,25.0,1.0,40.0,,3857.0,10156.0,1111812,,,,29353,626,28675,,547105,218871,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
33,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Tiruppur,55,2,64,,2648,7299,0,422.0,2.0,480.0,,8841.0,23060.0,2471222,,,,96157,985,94510,,1682172,638232,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
34,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Tiruvannamalai,5,0,11,,12213,9911,0,41.0,0.0,88.0,,34391.0,60692.0,2468965,,,,55083,668,54300,,1309885,612986,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
35,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Vellore,12,0,16,,968,2821,0,66.0,1.0,85.0,,5630.0,13150.0,1614242,,,,50013,1133,48707,,771460,352563,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
36,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Viluppuram,5,0,7,,5136,4538,0,36.0,0.0,62.0,,16585.0,13805.0,2093003,,,,45951,356,45501,,1111785,464779,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
37,2021-11-12,TN,812,8,927,102154,100366,189229,0,5848.0,55.0,6648.0,711743.0,332702.0,799103.0,Virudhunagar,8,0,4,,1339,5089,0,33.0,0.0,33.0,,5481.0,20373.0,1943309,,,,46352,548,45745,,1079958,531807,2021-11-13T12:13:35.891580+05:30,75695000,,,,2713216,36259,2667067,52441469,41721178,18652793
