District,Recovered,Deceased,Active
मथरु,25767,406,12
इट व,15796.0,297.0,11.0
मनैपरुी,11564.0,189.0,10.0
शामली,16724.0,48.0,9.0
बहर इच,13437.0,178.0,7.0
गोंड,14211.0,285.0,7.0
हापड़ु,15213.0,224.0,7.0
लसद्ध थ ुनगर,11544.0,102.0,7.0
उन्न व,17001.0,257.0,7.0
अमठेी,11536.0,145.0,6.0
ज लौन,13936.0,209.0,6.0
मऊ,8955.0,86.0,6.0
मजुफ्फरनगर,38371.0,277.0,6.0
बलर मपरु,8138.0,139.0,5.0
लमर् ुपरु,11971.0,126.0,5.0
क्रिरोजाबाद,10654.0,136.0,4.0
सतं कबीर नगर,8862.0,101.0,4.0
बबजनौर,18306.0,139.0,3.0
एट,12115.0,100.0,3.0
फतहेपरु,8442.0,141.0,3.0
र मपरु,14624.0,153.0,3.0
ह थरस,3726.0,43.0,2.0
क नपरु देह त,7132.0,111.0,2.0
श्र वस्ती,5250.0,42.0,2.0
ब द,12168.0,169.0,1.0
भदोही,8502.0,166.0,1.0
हमीरपरु,6251.0,103.0,1.0
क सगजं,4902.0,55.0,1.0
कौश म्बी,4884.0,72.0,1.0
लललतपरु,14930.0,134.0,1.0
चचत्रकट,7811.0,79.0,0.0
महोब,4476.0,89.0,0.0
