TT|2022-05-20 07:55:10.844907|GetSource|ERR|File Not Found
TT|2022-05-20 09:55:10.783996|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 09:55:22.777049|ExtractFromHTML|OK|COMPLETED
TT|2022-05-20 11:55:10.592035|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 11:55:23.008818|ExtractFromHTML|OK|COMPLETED
TT|2022-05-20 19:55:17.211366|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 19:55:33.744255|ExtractFromHTML|OK|COMPLETED
TT|2022-05-20 20:55:12.107488|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 20:55:26.587400|ExtractFromHTML|OK|COMPLETED
TT|2022-05-20 21:55:10.804459|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 21:55:27.279292|ExtractFromHTML|OK|COMPLETED
TT|2022-05-20 22:55:11.347657|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 22:55:25.974132|ExtractFromHTML|OK|COMPLETED
TT|2022-05-20 23:55:10.855800|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-20 23:55:26.709273|ExtractFromHTML|OK|COMPLETED
TT|2022-05-21 07:55:10.395915|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-21 09:55:11.065390|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
