,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Angul,185,0,44,,1578,6204,891,9,849.0,2.0,321.0,,10273.0,15779.0,6328.0,1271703,,,,45190,400,43982,,879747,663441,6328,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
1,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Balangir,229,0,183,,4285,3815,1204,30,1745.0,0.0,1109.0,,37212.0,20732.0,8617.0,1648574,,,,25943,128,24451,,1197641,769465,8617,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
2,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Balasore,305,0,123,,8280,11505,2421,94,2464.0,0.0,375.0,,42230.0,49212.0,17843.0,2317419,,,,44575,301,41165,,1729502,1213959,17843,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
3,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Bargarh,145,0,56,,3103,7264,931,56,882.0,0.0,235.0,,19369.0,20338.0,7899.0,1478833,,,,32617,341,31084,,1085270,701250,7899,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
4,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Bhadrak,153,1,59,,3181,4533,597,13,836.0,2.0,99.0,,18725.0,25060.0,6112.0,1506522,,,,27723,150,26565,,1172032,1003694,6112,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
5,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Boudh,78,0,27,,721,577,86,4,394.0,0.0,74.0,,6338.0,6131.0,1466.0,439917,,,,13114,112,12623,,306202,220464,1466,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
6,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Cuttack,898,1,849,,4110,9654,1848,308,5902.0,3.0,3355.0,,28887.0,61239.0,27868.0,2618708,,,,104451,863,98499,,1782507,1230445,27868,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
7,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Deogarh,75,0,25,,664,835,132,33,262.0,0.0,170.0,,4661.0,5860.0,1895.0,312164,,,,7138,50,6821,,254583,160290,1895,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
8,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Dhenkanal,71,0,58,,2116,4281,311,19,551.0,0.0,198.0,,13174.0,29194.0,4295.0,1192948,,,,20785,246,20007,,857582,618341,4295,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
9,2022-01-19,OR,11607,6,6785,69502,79238,130905,22773,3495,75547.0,25.0,31830.0,519461.0,557897.0,701337.0,298857.0,Gajapati,87,0,71,,1625,1083,353,8,705.0,0.0,251.0,,10072.0,5753.0,3291.0,575880,,,,10676,83,9933,,382306,249887,3291,0,2022-01-19 23:55:58.421691,43671000,2022-01-19 23:55:58.422636,,,1167094,8494,1080562,26842063,31392738,23226034,298857,0,0.0,0.0
