,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Airport Quarantine,,,,,0,0,0,,,,,,0.0,0.0,0.0,0,,,,,,,,0,0,0,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
1,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Baksa,,,,,639,2524,133,,,,,,3192.0,11756.0,787.0,953773,,,,,,,,642862,452920,787,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
2,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Barpeta,,,,,1420,4203,418,,,,,,8909.0,25909.0,4185.0,1693190,,,,,,,,1229220,1026997,4185,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
3,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Biswanath,,,,,594,1699,115,,,,,,4201.0,7798.0,1336.0,612491,,,,,,,,512424,366236,1336,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
4,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Bongaigaon,,,,,222,880,155,,,,,,2282.0,9320.0,1892.0,732639,,,,,,,,552488,438945,1892,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
5,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Cachar,,,,,1051,3827,371,,,,,,8804.0,25391.0,3096.0,1736319,,,,,,,,1223399,873393,3096,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
6,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Charaideo,,,,,334,1143,56,,,,,,1216.0,7094.0,684.0,0,,,,,,,,350800,238123,684,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
7,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Chirang,,,,,382,1395,300,,,,,,2927.0,8332.0,1708.0,481818,,,,,,,,327931,226205,1708,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
8,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Darrang,,,,,905,3170,431,,,,,,2869.0,16902.0,1742.0,908090,,,,,,,,675712,485310,1742,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
9,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Dhemaji,,,,,502,862,186,,,,,,3023.0,7061.0,698.0,688077,,,,,,,,492914,351708,698,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
10,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Dhubri,,,,,1455,4964,270,,,,,,8766.0,31292.0,3409.0,1948632,,,,,,,,1084499,829795,3409,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
11,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Dibrugarh,,,,,748,1888,369,,,,,,5132.0,16670.0,5354.0,1327748,,,,,,,,1027417,796391,5354,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
12,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Dima Hasao,,,,,252,609,64,,,,,,1280.0,3121.0,916.0,213529,,,,,,,,144158,97110,916,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
13,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Goalpara,,,,,771,3092,174,,,,,,6038.0,21217.0,1086.0,1008959,,,,,,,,750155,559734,1086,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
14,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Golaghat,,,,,716,2129,345,,,,,,6465.0,15679.0,2369.0,1058674,,,,,,,,813273,604213,2369,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
15,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Hailakandi,,,,,318,493,44,,,,,,1633.0,8534.0,1156.0,659260,,,,,,,,467937,336382,1156,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
16,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Hojai,,,,,323,731,162,,,,,,2202.0,10324.0,1257.0,931218,,,,,,,,679901,561544,1257,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
17,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Jorhat,,,,,586,1701,486,,,,,,4839.0,13359.0,3875.0,1091295,,,,,,,,743416,589764,3875,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
18,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Kamrup,,,,,1288,4185,599,,,,,,7297.0,31232.0,4013.0,1517202,,,,,,,,1250474,976165,4013,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
19,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Kamrup Metropolitan,,,,,1634,2738,1652,,,,,,13884.0,22145.0,13438.0,1260419,,,,,,,,1380725,1202186,13438,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
20,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Karbi Anglong,,,,,1182,2576,263,,,,,,7795.0,15152.0,1858.0,965280,,,,,,,,422865,287329,1858,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
21,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Karimganj,,,,,358,3177,231,,,,,,4607.0,22398.0,1734.0,1217002,,,,,,,,760971,573408,1734,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
22,2022-01-19,AS,8339,15,2723,0,22944,75206,9613,2016,35078.0,59.0,11650.0,,153248.0,515544.0,80289.0,Kokrajhar,,,,,826,1590,179,,,,,,5922.0,15327.0,2570.0,886999,,,,,,,,598455,402305,2570,0,2022-01-20 12:32:19.125378,34293000,,,,670128,6248,627372,,22972871,17273186,80289,0,0.0,0.0
