,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Agar Malwa,,,,,443,140,309,,,,,,8762.0,690.0,2279.0,0,,,,,,,,478885,443665,2279,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
1,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Alirajpur,,,,,545,498,59,,,,,,16193.0,4375.0,5836.0,728677,,,,,,,,458479,382450,5836,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
2,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Anuppur,,,,,2532,512,75,,,,,,8214.0,1919.0,3443.0,749521,,,,,,,,554359,494532,3443,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
3,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Ashoknagar,,,,,724,168,457,,,,,,6576.0,969.0,3846.0,844979,,,,,,,,625182,552857,3846,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
4,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Balaghat,,,,,3502,3793,269,,,,,,35576.0,15034.0,13816.0,1701156,,,,,,,,1455825,1307411,13816,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
5,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Barwani,,,,,5502,1113,603,,,,,,24632.0,10264.0,6409.0,1385659,,,,,,,,917327,792096,6409,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
6,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Betul,,,,,5865,716,356,,,,,,27139.0,3019.0,8786.0,1575247,,,,,,,,1197602,1067946,8786,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
7,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Bhind,,,,,3481,2391,124,,,,,,25875.0,8006.0,11265.0,1703562,,,,,,,,1211535,1089850,11265,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
8,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Bhopal,,,,,2901,1336,1657,,,,,,38566.0,11557.0,33456.0,2368145,,,,,,,,2263395,1938072,33456,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
9,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Burhanpur,,,,,2254,1604,409,,,,,,12885.0,7969.0,5647.0,756993,,,,,,,,581444,531416,5647,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
10,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Chhatarpur,,,,,2189,6187,800,,,,,,19588.0,15410.0,8429.0,1762857,,,,,,,,1297022,1116123,8429,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
11,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Chhindwara,,,,,4058,702,765,,,,,,29889.0,6010.0,11328.0,2090306,,,,,,,,1787389,1651440,11328,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
12,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Damoh,,,,,2864,3891,206,,,,,,23565.0,14379.0,6169.0,1263703,,,,,,,,938685,872465,6169,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
13,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Datia,,,,,315,132,393,,,,,,17916.0,1780.0,4574.0,786375,,,,,,,,625628,578457,4574,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
14,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Dewas,,,,,2149,1382,496,,,,,,7089.0,5325.0,8378.0,1563107,,,,,,,,1152225,1054565,8378,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
15,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Dhar,,,,,5464,617,2021,,,,,,77830.0,5018.0,11666.0,2184672,,,,,,,,1637093,1427624,11666,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
16,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Dindori,,,,,2213,102,360,,,,,,5794.0,441.0,5926.0,704218,,,,,,,,527263,493233,5926,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
17,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Guna,,,,,2962,287,442,,,,,,21267.0,1699.0,5186.0,1240938,,,,,,,,934785,845823,5186,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
18,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Gwalior,,,,,3222,1186,993,,,,,,25003.0,8205.0,17389.0,2030543,,,,,,,,1681342,1489472,17389,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
19,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Harda,,,,,1289,130,128,,,,,,7691.0,2082.0,2679.0,570302,,,,,,,,450527,396096,2679,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
20,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Hoshangabad,,,,,1709,294,561,,,,,,14857.0,1627.0,7597.0,1240975,,,,,,,,964240,890693,7597,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
21,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Indore,,,,,4143,2593,3743,,,,,,16801.0,18576.0,36220.0,3272335,,,,,,,,3320793,2921012,36220,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
22,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Jabalpur,,,,,7318,3363,1204,,,,,,33181.0,30639.0,27259.0,2460714,,,,,,,,2123004,2009600,27259,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
23,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Jhabua,,,,,6183,445,561,,,,,,16281.0,4479.0,6293.0,1024091,,,,,,,,740136,594489,6293,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
24,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Katni,,,,,7217,294,225,,,,,,19710.0,2099.0,4619.0,1291684,,,,,,,,964609,894027,4619,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
25,2022-01-19,MP,7597,5,3069,0,141906,67622,33413,1547,42202.0,12.0,12623.0,,1141498.0,310262.0,456854.0,Khandwa,,,,,1385,536,540,,,,,,14876.0,4380.0,6939.0,1309443,,,,,,,,1008422,922161,6939,0,2022-01-20 12:32:19.125378,82232000,,,,852644,10552,798119,,56757684,50981957,456854,0,0.0,0.0
