,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-12-14,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
1,2023-12-14,TT,Andhra Pradesh,,,,2340677,14733,2325944,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
2,2023-12-14,TT,Arunachal Pradesh,,,,67049,296,66753,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
3,2023-12-14,TT,Assam,,,,746165,8035,738130,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
4,2023-12-14,TT,Bihar,,,,855267,12314,842953,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
5,2023-12-14,TT,Chandigarh,,,,100699,1185,99514,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
6,2023-12-14,TT,Chhattisgarh,,,,1187698,14190,1173508,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
7,2023-12-14,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
8,2023-12-14,TT,Delhi,,,,2041114,26669,2014445,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
9,2023-12-14,TT,Goa,,,,263393,4014,259367,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
10,2023-12-14,TT,Gujarat,,,,1291471,11080,1280384,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
11,2023-12-14,TT,Haryana,,,,1078974,10779,1068193,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
12,2023-12-14,TT,Himachal Pradesh,,,,322946,4246,318700,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
13,2023-12-14,TT,Jammu and Kashmir,,,,482040,4792,477247,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
14,2023-12-14,TT,Jharkhand,,,,443847,5337,438504,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
15,2023-12-14,TT,Karnataka,,,,4089023,40359,4048620,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
16,2023-12-14,TT,Kerala,,,,6909447,72047,6836361,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
17,2023-12-14,TT,Ladakh,,,,29603,231,29372,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
18,2023-12-14,TT,Lakshadweep,,,,11415,52,11363,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
19,2023-12-14,TT,Maharashtra,,,,8171974,148563,8023390,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
20,2023-12-14,TT,Manipur,,,,140035,2149,137886,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
21,2023-12-14,TT,Meghalaya,,,,96990,1628,95362,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
22,2023-12-14,TT,Mizoram,,,,239562,734,238828,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
23,2023-12-14,TT,Madhya Pradesh,,,,1056556,10786,1045769,,,2023-12-14 17:57:46.531269,,,,45003830,533309,44469336,935879495,2206778611
