Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-29,CT,Balod,27278,396,26880,2749.0,535909,269294,805203,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Baloda Bazar,43085,471,42610,3816.0,614200,209796,823996,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Balrampur,20302,118,20182,21481.0,300007,109585,409592,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Bametara,19962,236,19726,3113.0,404581,132428,537009,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Bastar,21062,188,20843,4522.0,442365,177605,619970,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Bijapur,8319,55,8262,1239.0,103125,44105,147230,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Bilaspur,65677,1209,64444,9823.0,1026122,508301,1534423,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Dakshin Bastar Dantewada,10839,25,10808,1168.0,157663,78793,236456,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Dhamtari,27238,545,26688,1501.0,509428,224169,733597,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Durg,96873,1798,95017,5020.0,1010835,522140,1532975,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Gariaband,19701,194,19506,2096.0,292439,98300,390739,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Gaurela Pendra Marwahi,12010,146,11864,273.0,188846,79028,267874,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Janjgir Champa,57632,838,56762,4016.0,891626,314223,1205849,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Jashpur,27093,212,26864,2542.0,434247,180825,615072,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Kabeerdham,22771,267,22503,2829.0,398255,169466,567721,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Kondagaon,13139,99,13036,1607.0,315983,99039,415022,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Korba,54840,580,54226,10034.0,645155,283006,928161,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Koriya,26976,176,26798,2689.0,368852,126917,495769,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Mahasamund,31365,365,31000,2183.0,737664,409763,1147427,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Mungeli,23920,167,23752,2922.0,278997,107331,386328,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Narayanpur,4019,14,4005,804.0,51685,18425,70110,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Other State,801,131,664,,,,,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Raigarh,62586,978,61593,5084.0,1072602,948358,2020960,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Raipur,158018,3139,154844,12704.0,1555906,907187,2463093,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Rajnandgaon,56075,515,55557,124947.0,1026549,527332,1553881,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Sukma,8066,20,8038,1723.0,134109,80480,214589,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Surajpur,29029,224,28805,1830.0,416407,161009,577416,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Surguja,33673,245,33426,103578.0,461727,270094,731821,1005985,13575,992110,13676638.0,14777217,7225784,22003001
2021-10-29,CT,Uttar Bastar Kanker,23636,224,23407,2051.0,401933,168785,570718,1005985,13575,992110,13676638.0,14777217,7225784,22003001
