"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2081","20","1","0"
"East Jaintia Hills","0","0","0","2675","39","4","0"
"East Khasi Hills","3","6","0","47821","1078","32","25"
"Eastern West Khasi Hills","0","0","0","160","9","3","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","2","2","0","10559","101","11","1"
"South Garo Hills","0","0","0","1439","16","6","3"
"South West Garo Hills","2","0","0","2254","21","8","0"
"South West Khasi Hills","0","0","0","2717","20","1","0"
"West Garo Hills","7","9","0","11789","84","26","4"
"West Jaintia Hills","0","2","0","7321","141","6","1"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","14","19","0","96404","1617","98","34"
