TT|2022-09-13 07:55:10.736110|GetSource|ERR|File Not Found
TT|2022-09-13 09:55:09.387836|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 09:55:22.490553|ExtractFromHTML|OK|COMPLETED
TT|2022-09-13 11:55:10.311039|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 11:55:27.654545|ExtractFromHTML|OK|COMPLETED
TT|2022-09-13 19:55:10.992958|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 19:55:29.523268|ExtractFromHTML|OK|COMPLETED
TT|2022-09-13 20:55:11.794566|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 20:55:36.953847|ExtractFromHTML|OK|COMPLETED
TT|2022-09-13 21:55:10.644715|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 21:55:31.362354|ExtractFromHTML|OK|COMPLETED
TT|2022-09-13 22:55:10.068533|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 22:55:29.598595|ExtractFromHTML|OK|COMPLETED
TT|2022-09-13 23:55:10.806898|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-13 23:55:29.622195|ExtractFromHTML|OK|COMPLETED
TT|2022-09-14 07:55:14.234537|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-14 09:55:13.499173|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
