"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35180","0","34844","3","0","333","0"
"2","Ballari","0","97789","3","95997","106","0","1686","0"
"3","Belagavi","2","79958","4","78963","52","1","943","0"
"4","Bengaluru Rural","3","62076","2","61137","49","0","890","0"
"5","Bengaluru Urban","122","1255288","300","1233532","5430","1","16325","1"
"6","Bidar","0","24344","0","23937","2","0","401","4"
"7","Chamarajanagara","4","33043","4","32503","26","0","503","11"
"8","Chikkaballapura","3","43972","4","43534","6","0","431","1"
"9","Chikkamagaluru","4","51193","2","50754","43","0","396","0"
"10","Chitradurga","1","36705","1","36464","33","0","208","0"
"11","Dakshina 
Kannada","17","115773","8","113969","111","1","1686","7"
"12","Davanagere","1","51001","0","50379","14","0","608","0"
"13","Dharwada","4","61032","1","59684","27","0","1319","2"
"14","Gadag","1","26068","0","25747","2","0","319","0"
"15","Hassana","5","111993","3","110668","66","0","1257","2"
"16","Haveri","0","21948","0","21304","1","0","643","0"
"17","Kalaburagi","0","61948","2","61119","9","0","820","0"
"18","Kodagu","5","37216","4","36809","76","0","330","1"
"19","Kolara","4","47006","4","46329","39","0","638","0"
"20","Koppala","0","35199","0","34661","11","1","527","0"
"21","Mandya","2","73841","2","73158","29","0","654","0"
"22","Mysuru","22","179600","9","176962","217","0","2421","0"
"23","Raichuru","0","39980","0","39645","3","0","332","0"
"24","Ramanagara","0","24213","0","23886","4","0","323","0"
"25","Shivamogga","3","69509","2","68328","91","0","1090","0"
"26","Tumakuru","12","121032","17","119771","126","1","1135","0"
"27","Udupi","3","76846","3","76302","56","0","488","0"
"28","Uttara Kannada","5","56387","4","55549","66","0","772","0"
"29","Vijayapura","1","36278","0","35776","7","0","495","0"
"30","Yadagiri","0","27547","0","27339","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","224","2994001","379","2949083","6707","5","38182","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 23-11-2021 
 Page 5 of 8","","","","","","","","",""
