Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-01-22,AP,Anantapur,,,,165123,1093,0,158649,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Chittoor,,,,264951,1964,0,252014,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,East Godavari,,,,300743,1291,0,294101,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Guntur,,,,186996,1261,0,179540,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Y.S.R. Kadapa,,,,120207,644,0,116343,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Krishna,,,,124480,1482,0,119510,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Kurnool,,,,128967,854,0,124335,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,S.P.S. Nellore,,,,153298,1066,0,146440,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Prakasam,,,,143648,1131,0,137906,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Srikakulam,,,,129063,795,0,123541,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Visakhapatnam,,,,175333,1157,0,159884,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Vizianagaram,,,,87742,674,0,83238,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,West Godavari,,,,182748,1126,0,180117,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Other States,,,,2461,0,0,2461,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
2022-01-22,AP,Other Countries,,,,434,0,0,434,,2022-01-22 23:55:32.092033,2022-01-22 23:55:32.092723,,,2166194,14538,2078513,0,32100381
