"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19981","19685","29","267"
"2","Chengalpattu","245183","239597","2928","2658"
"3","Chennai","774426","759006","6351","9069"
"4","Coimbatore","333014","329507","890","2617"
"5","Cuddalore","74608","73561","152","895"
"6","Dharmapuri","36331","35979","69","283"
"7","Dindigul","37716","36915","136","665"
"8","Erode","133295","132306","255","734"
"9","Kallakurichi","36701","36410","76","215"
"10","Kancheepuram","96379","94534","543","1302"
"11","Kanyakumari","87885","86382","418","1085"
"12","Karur","29874","29462","40","372"
"13","Krishnagiri","59992","59487","135","370"
"14","Madurai","91882","90394","252","1236"
"15","Mayiladuthurai","26648","26242","76","330"
"16","Nagapattinam","25577","25139","63","375"
"17","Namakkal","68384","67695","155","534"
"18","Nilgiris","42414","42114","74","226"
"19","Perambalur","14728","14390","89","249"
"20","Pudukottai","34685","34155","104","426"
"21","Ramanathapuram","24835","24383","84","368"
"22","Ranipet","54667","53594","286","787"
"23","Salem","128274","126129","383","1762"
"24","Sivagangai","24281","23893","169","219"
"25","Tenkasi","33210","32488","232","490"
"26","Thanjavur","92509","91325","144","1040"
"27","Theni","50925","50225","167","533"
"28","Thirupathur","35813","35160","20","633"
"29","Thiruvallur","150641","147653","1049","1939"
"30","Thiruvannamalai","67289","66420","184","685"
"31","Thiruvarur","48232","47656","103","473"
"32","Thoothukudi","66133","65263","422","448"
"33","Tirunelveli","64218","63240","533","445"
"34","Tiruppur","130373","129153","168","1052"
"35","Trichy","96403","94856","386","1161"
"36","Vellore","57609","56352","94","1163"
"37","Villupuram","55104","54493","245","366"
"38","Virudhunagar","57650","56759","337","554"
"39","Airport Surveillance 
(International)","1368","1354","13","1"
"40","Airport Surveillance 
(Domestic)","1144","1139","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,10,809","34,54,923","17,858","38,028"
