,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-18,DL,Central Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
1,1,2021-11-18,DL,East Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
2,2,2021-11-18,DL,New Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
3,3,2021-11-18,DL,North Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
4,4,2021-11-18,DL,North East Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
5,5,2021-11-18,DL,North West Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
6,6,2021-11-18,DL,Shahdara,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
7,7,2021-11-18,DL,South Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
8,8,2021-11-18,DL,South East Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
9,9,2021-11-18,DL,South West Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
10,10,2021-11-18,DL,West Delhi,,,,,,,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
11,11,2021-11-18,DL,Unknown,,,,1440575.0,25095.0,1415118.0,,2021-11-19 06:06:49.112103,,,,1440575,25095,1415118,30293148
