"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","13","18","66175","0","4548","70717","1"
"Bageshwar","19","24","36216","0","2095","38307","3"
"Chamoli","52","52","49984","1","3223","53205","4"
"Champawat","4","7","62680","1","1915","64592","0"
"Dehradun","442","347","380791","26","33673","414329","63"
"Haridwar","243","269","311460","8","13232","324662","32"
"Nainital","182","229","92320","5","11427","103677","28"
"Pauri Garhwal","83","80","97487","0","5296","102776","5"
"Pithoragarh","55","57","42870","0","2564","45422","3"
"Rudraprayag","13","10","28083","0","2716","30799","1"
"Tehri Garhwal","36","84","39277","1","2395","41665","4"
"US Nagar","430","143","141281","1","8844","150101","55"
"Uttarkashi","93","202","42952","1","1691","44641","8"
"Total","1665","1522","1391576","44","93619","1484893","207"
