"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4548","4143","2","4","399"
"Bageshwar","2095","2003","1","0","91"
"Chamoli","3223","3104","10","3","106"
"Champawat","1915","1891","3","1","20"
"Dehradun","33673","32912","217","177","367"
"Haridwar","13232","12934","39","25","234"
"Nainital","11427","11324","19","29","55"
"Pauri Garhwal","5296","4306","3","18","969"
"Pithoragarh","2564","2420","3","4","137"
"Rudraprayag","2716","2585","0","2","129"
"Tehri Garhwal","2395","2033","2","5","355"
"U.S. Nagar","8844","8536","11","5","292"
"Uttarkashi","1691","1507","6","5","173"
"Total","93619","89698","316","278","3327"
