"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4539","4143","4","4","388"
"Bageshwar","2094","2003","0","0","91"
"Chamoli","3220","3104","7","3","106"
"Champawat","1912","1891","0","1","20"
"Dehradun","33515","32849","123","176","367"
"Haridwar","13190","12915","16","25","234"
"Nainital","11407","11310","14","29","54"
"Pauri Garhwal","5291","4299","5","18","969"
"Pithoragarh","2562","2420","1","4","137"
"Rudraprayag","2716","2585","0","2","129"
"Tehri Garhwal","2393","2029","5","5","354"
"U.S. Nagar","8834","8533","4","5","292"
"Uttarkashi","1682","1501","4","5","172"
"Total","93355","89582","183","277","3313"
