,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-04-11,TT,Andaman and Nicobar Islands,,,,10034,129,9904,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
1,2022-04-11,TT,Andhra Pradesh,,,,2319612,14730,2304825,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
2,2022-04-11,TT,Arunachal Pradesh,,,,64489,296,64190,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
3,2022-04-11,TT,Assam,,,,724198,6639,716210,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
4,2022-04-11,TT,Bihar,,,,830493,12256,818221,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
5,2022-04-11,TT,Chandigarh,,,,91941,1165,90763,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
6,2022-04-11,TT,Chhattisgarh,,,,1152202,14034,1138121,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
7,2022-04-11,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11441,4,11437,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
8,2022-04-11,TT,Delhi,,,,1866243,26157,1839478,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
9,2022-04-11,TT,Goa,,,,245344,3832,241495,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
10,2022-04-11,TT,Gujarat,,,,1224047,10942,1212976,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
11,2022-04-11,TT,Haryana,,,,985877,10617,974840,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
12,2022-04-11,TT,Himachal Pradesh,,,,284631,4134,280429,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
13,2022-04-11,TT,Jammu and Kashmir,,,,453889,4750,449047,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
14,2022-04-11,TT,Jharkhand,,,,435164,5315,429834,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
15,2022-04-11,TT,Karnataka,,,,3946002,40057,3904462,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
16,2022-04-11,TT,Kerala,,,,6535927,68365,6464510,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
17,2022-04-11,TT,Ladakh,,,,28234,228,27996,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
18,2022-04-11,TT,Lakshadweep,,,,11402,52,11350,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
19,2022-04-11,TT,Maharashtra,,,,7875170,147816,7726576,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
20,2022-04-11,TT,Manipur,,,,137156,2120,134992,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
21,2022-04-11,TT,Meghalaya,,,,93784,1593,92176,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
22,2022-04-11,TT,Mizoram,,,,225583,688,224100,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
23,2022-04-11,TT,Madhya Pradesh,,,,1041205,10735,1030420,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
24,2022-04-11,TT,Nagaland,,,,35480,759,34714,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
25,2022-04-11,TT,Odisha,,,,1287842,9121,1278516,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
26,2022-04-11,TT,Puducherry,,,,165774,1962,163812,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
27,2022-04-11,TT,Punjab,,,,759201,17742,741403,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
28,2022-04-11,TT,Rajasthan,,,,1283101,9552,1273473,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
29,2022-04-11,TT,Sikkim,,,,39144,452,38689,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
30,2022-04-11,TT,Tamil Nadu,,,,3453084,38025,3414831,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
31,2022-04-11,TT,Telangana,,,,791498,4111,787173,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
32,2022-04-11,TT,Tripura,,,,100878,922,99956,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
33,2022-04-11,TT,Uttar Pradesh,,,,2071085,23499,2047290,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
34,2022-04-11,TT,Uttarakhand,,,,437295,7692,429149,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
35,2022-04-11,TT,West Bengal,,,,2017682,21200,1996025,,,2022-04-11 11:55:28.049951,,,,43036132,521691,42503383,794118951,1857418827
