"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19640","18477","897","266"
"2","Chengalpattu","230314","216731","10952","2631"
"3","Chennai","739983","706198","24800","8985"
"4","Coimbatore","320953","300029","18342","2582"
"5","Cuddalore","73451","70309","2254","888"
"6","Dharmapuri","35598","33147","2169","282"
"7","Dindigul","37137","35006","1469","662"
"8","Erode","129871","121488","7657","726"
"9","Kallakurichi","36299","34643","1443","213"
"10","Kancheepuram","93077","88254","3534","1289"
"11","Kanyakumari","84798","77992","5725","1081"
"12","Karur","29208","27238","1600","370"
"13","Krishnagiri","58761","53718","4674","369"
"14","Madurai","90365","86260","2883","1222"
"15","Mayiladuthurai","26262","25029","911","322"
"16","Nagapattinam","25037","23443","1225","369"
"17","Namakkal","66540","61593","4419","528"
"18","Nilgiris","41029","38781","2024","224"
"19","Perambalur","14335","13628","459","248"
"20","Pudukottai","34041","32239","1379","423"
"21","Ramanathapuram","24419","23039","1014","366"
"22","Ranipet","53258","50005","2468","785"
"23","Salem","124706","115354","7604","1748"
"24","Sivagangai","23351","22289","846","216"
"25","Tenkasi","32580","30396","1694","490"
"26","Thanjavur","91134","85828","4275","1031"
"27","Theni","50321","47819","1973","529"
"28","Thirupathur","35438","32961","1846","631"
"29","Thiruvallur","145223","139027","4279","1917"
"30","Thiruvannamalai","66076","62320","3075","681"
"31","Thiruvarur","47278","44955","1855","468"
"32","Thoothukudi","64563","62385","1738","440"
"33","Tirunelveli","62124","58752","2928","444"
"34","Tiruppur","126604","114450","11111","1043"
"35","Trichy","93514","88632","3736","1146"
"36","Vellore","56900","54875","863","1162"
"37","Villupuram","53985","50986","2634","365"
"38","Virudhunagar","56300","53198","2550","552"
"39","Airport Surveillance 
(International)","1233","1208","24","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","33,97,238","32,04,213","1,55,329","37,696"
