"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","1","0","2073","19","4","0"
"East Jaintia Hills","0","1","0","2657","39","9","0"
"East Khasi Hills","6","26","0","47712","1077","100","32"
"Eastern West Khasi Hills","1","0","0","155","8","4","0"
"North Garo Hills","1","0","0","1914","10","6","0"
"Ri-Bhoi","2","5","0","10512","101","24","2"
"South Garo Hills","3","4","0","1409","14","19","0"
"South West Garo Hills","6","7","0","2222","21","30","0"
"South West Khasi Hills","2","1","0","2706","20","4","0"
"West Garo Hills","20","13","0","11664","84","439","9"
"West Jaintia Hills","10","4","0","7284","140","36","6"
"West Khasi Hills","0","0","0","5669","78","1","0"
"Total","52","62","0","95977","1611","676","49"
