District,Recovered,Deceased,Active
लसद्धाथ ुनगर,11525,102,2
अमठेी,11517.0,145.0,1.0
अयोध्या,18680.0,293.0,1.0
बदाय,17913.0,101.0,1.0
बादा,12059.0,166.0,1.0
बबजनौर,18289.0,139.0,1.0
हमीरपरु,6075.0,102.0,1.0
कानपरु देहात,7126.0,111.0,1.0
कौशाम्बी,4880.0,72.0,1.0
मऊ,8938.0,86.0,1.0
लमर्ाुपरु,11955.0,126.0,1.0
मरुादाबाद,46073.0,368.0,1.0
मजुफ्फरनगर,38330.0,277.0,1.0
पीलीभीत,12729.0,205.0,1.0
रामपरु,14609.0,153.0,1.0
सभंल,11024.0,109.0,1.0
सीतापरु,15766.0,187.0,1.0
बललया,22518.0,246.0,0.0
बलरामपरु,8123.0,139.0,0.0
बाराबकंी,23705.0,227.0,0.0
एटा,12105.0,100.0,0.0
गाजीपरु,23878.0,295.0,0.0
हापड़ु,15194.0,224.0,0.0
हाथरस,3718.0,43.0,0.0
जालौन,13856.0,209.0,0.0
कासगजं,4885.0,55.0,0.0
महोबा,4471.0,89.0,0.0
सतं कबीर नगर,8854.0,101.0,0.0
शाहजहांपरु,24404.0,447.0,0.0
शामली,16696.0,48.0,0.0
श्रावस्ती,5235.0,42.0,0.0
सोनभद्र,18658.0,257.0,0.0
