"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","581","460","238339","0","12242","250581","764"
"Bageshwar","361","639","213167","1","5768","218935","1261"
"Chamoli","540","437","291572","0","12252","303824","1037"
"Champawat","1108","955","263057","0","7621","270678","833"
"Dehradun","1837","2110","1918607","21","112794","2031401","756"
"Haridwar","5586","4784","2202936","3","51599","2254535","1238"
"Nainital","1837","2136","572442","6","39392","611834","1198"
"Pauri Garhwal","1220","1127","408930","5","17746","426676","867"
"Pithoragarh","809","2700","230857","0","10301","241158","2669"
"Rudraprayag","528","587","199929","0","8806","208735","1109"
"Tehri Garhwal","589","492","305225","0","15847","321072","655"
"US Nagar","3144","3543","957885","2","37950","995835","576"
"Uttarkashi","518","378","342467","0","12563","355030","900"
"Total","18658","20348","8145413","38","344881","8490294","13863"
