"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2076","19","4","0"
"East Jaintia Hills","2","4","0","2663","39","7","0"
"East Khasi Hills","9","12","0","47747","1077","59","28"
"Eastern West Khasi Hills","0","1","1","156","9","2","0"
"North Garo Hills","0","2","0","1915","10","1","0"
"Ri-Bhoi","3","5","0","10527","101","23","1"
"South Garo Hills","4","4","0","1425","14","19","1"
"South West Garo Hills","2","3","0","2230","21","19","0"
"South West Khasi Hills","1","0","0","2711","20","8","1"
"West Garo Hills","19","12","0","11719","84","340","12"
"West Jaintia Hills","0","2","0","7295","141","27","4"
"West Khasi Hills","0","1","0","5670","78","1","0"
"Total","41","46","1","96134","1613","510","47"
