Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-07-01,KL,Thiruvananthapuram,,,,726946,8446,0,710541,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Ernakulam,,,,914359,8292,0,899166,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Kottayam,,,,461366,4558,0,454093,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Kollam,,,,517522,6544,0,508345,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Alappuzha,,,,395246,5253,0,388330,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Pathanamthitta,,,,273177,2539,0,269041,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Thrissur,,,,676115,7454,0,667330,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Kozhikode,,,,680750,6366,0,673102,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Palakkad,,,,452137,5812,0,445446,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Malappuram,,,,649302,6448,0,642189,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Idukki,,,,211968,1520,0,209945,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Wayanad,,,,169205,976,0,168014,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Kasaragod,,,,167256,1391,0,165717,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
2022-07-01,KL,Kannur,,,,350959,4438,0,346376,,2022-07-01 23:56:00.738267,2022-07-01 23:56:00.739082,,,6646308,70023,6543017,0,48078559
