Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,Column 19
2022-07-01,JK,Srinagar,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,102910,908,101878,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Baramulla,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,37680,304,37370,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Budgam,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,34861,237,34621,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Pulwama,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,18431,201,18229,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Kupwara,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,21789,174,21600,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Anantnag,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,22438,219,22216,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Bandipora,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,13689,119,13569,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Ganderbal,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,13630,84,13546,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Kulgam,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,16331,119,16209,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Shopiyan,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,6307,60,6247,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Jammu,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,76926,1227,75363,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Udhampur,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,14793,147,14638,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Rajouri,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,12819,249,12564,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Doda,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,11535,144,11391,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Kathua,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,11436,166,11257,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Samba,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,9118,125,8978,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Kishtwar,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,5897,46,5849,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Punch,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,7749,110,7631,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Ramban,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,8140,69,8070,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
2022-07-01,JK,Reasi,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,8704,48,8656,,2022-07-01 19:55:54.488220,2022-07-01 17:00:00+05:30,https://twitter.com/diprjk,,455183,4756,449882,25777848,
