District,Recovered,Deceased,Active
बलुदंशहर,26315,252,8
चित्रकूट,7749.0,79.0,8.0
गाजीपरु,23865.0,295.0,8.0
जालौन,13838.0,208.0,8.0
सोनभद्र,18638.0,257.0,8.0
अमठेी,11475.0,145.0,7.0
बललया,22507.0,245.0,7.0
बहराइि,13402.0,178.0,7.0
बबजनौर,18278.0,139.0,7.0
औरैय्या,10778.0,211.0,6.0
अयोध्या,18666.0,293.0,6.0
भदोही,8464.0,165.0,6.0
लसद्धाथ ुनगर,11518.0,102.0,6.0
महाराजगजं,14663.0,146.0,5.0
सीतापरु,15748.0,187.0,5.0
बलरामपरु,8112.0,139.0,3.0
िदंौली,17526.0,378.0,3.0
कानपरु देहात,7124.0,110.0,3.0
महोबा,4467.0,88.0,3.0
मऊ,8932.0,86.0,3.0
रामपरु,14603.0,153.0,3.0
सतं कबीर नगर,8843.0,101.0,3.0
शामली,16689.0,48.0,3.0
हापड़ु,15186.0,224.0,2.0
लमर्ाुपरु,11950.0,126.0,2.0
मरुादाबाद,46067.0,367.0,2.0
पीलीभीत,12723.0,205.0,2.0
सभंल,11023.0,109.0,2.0
बदाय,17910.0,101.0,1.0
श्रावस्ती,5233.0,41.0,1.0
हाथरस,3716.0,43.0,0.0
कासगजं,4882.0,55.0,0.0
