TT|2022-08-26 07:55:10.104734|GetSource|ERR|File Not Found
TT|2022-08-26 09:55:10.028998|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 09:55:24.655111|ExtractFromHTML|OK|COMPLETED
TT|2022-08-26 11:55:10.528268|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 11:55:25.820297|ExtractFromHTML|OK|COMPLETED
TT|2022-08-26 19:55:09.587221|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 19:55:26.840804|ExtractFromHTML|OK|COMPLETED
TT|2022-08-26 20:55:09.545021|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 20:55:26.483365|ExtractFromHTML|OK|COMPLETED
TT|2022-08-26 21:55:11.019263|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 21:55:33.908099|ExtractFromHTML|OK|COMPLETED
TT|2022-08-26 22:55:12.435779|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 22:55:40.128772|ExtractFromHTML|OK|COMPLETED
TT|2022-08-26 23:55:10.035482|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-26 23:55:29.461088|ExtractFromHTML|OK|COMPLETED
TT|2022-08-27 07:55:10.049597|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-27 09:55:09.432826|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
