TT|2022-03-31 07:55:11.566165|GetSource|ERR|File Not Found
TT|2022-03-31 09:55:10.405116|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 09:55:24.509448|ExtractFromHTML|OK|COMPLETED
TT|2022-03-31 11:55:10.473905|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 11:55:24.933308|ExtractFromHTML|OK|COMPLETED
TT|2022-03-31 19:55:11.030398|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 19:55:32.081188|ExtractFromHTML|OK|COMPLETED
TT|2022-03-31 20:55:10.220905|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 20:55:33.592762|ExtractFromHTML|OK|COMPLETED
TT|2022-03-31 21:55:11.468921|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 21:55:32.946490|ExtractFromHTML|OK|COMPLETED
TT|2022-03-31 22:55:10.639801|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 22:55:32.886155|ExtractFromHTML|OK|COMPLETED
TT|2022-03-31 23:55:10.211166|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-31 23:55:36.061069|ExtractFromHTML|OK|COMPLETED
TT|2022-04-01 07:55:11.600849|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
