,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10729,10598,129,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,990298,347579,353012,289707,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,4,9,18,31,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2338815,2323934,14733,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,110351285,44699481,47568593,18083211,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,57,5,759,821,24,20,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66874,66571,296,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,1888432,958745,817679,112008,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,4,6,26,36,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746001,735244,8035,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,50151886,24801199,22073728,3276959,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,172,405,127,704,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851079,838615,12302,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,156589116,73404562,67693025,15491529,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,772,1956,6188,8916,42,28,0,,,1332900000,Bihar,119520000
5,Chandigarh,99287,98088,1181,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,2279018,1184631,984330,110057,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,1,0,2,3,0,5,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177374,1162962,14141,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,48927712,21258320,20277950,7391442,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,61,136,253,450,9,19,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11588,11583,4,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,1576165,782044,636335,157786,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,2,19,2,23,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2005623,1978693,26507,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,37313599,18286831,15697214,3329554,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,11,16,35,62,87,90,0,,,1332900000,Delhi,19814000
9,Goa,258597,254532,3967,2022-10-24,TT,44644076,528977,44091906,2022-10-24 13:37:49.887030,900085711,2022-10-23 00:00:00,87905,2195616468,1026818972,949942949,218854547,2870026,1439590,1294570,135866,https://www.icmr.gov.in/,1334,16,1557,23295,3663,1008,27966,0,0,0,0,8,11,0,,,1332900000,Goa,1540000
