"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","82","19","53447","0","4445","57886","81"
"Bageshwar","107","221","28880","0","2073","30949","63"
"Chamoli","168","379","36606","9","3172","39776","384"
"Champawat","514","432","44313","4","1872","46182","651"
"Dehradun","772","1451","314536","31","32494","346895","371"
"Haridwar","147","467","283569","8","12866","296405","82"
"Nainital","100","80","59480","1","11235","70645","32"
"Pauri Garhwal","324","233","68443","2","5211","73647","270"
"Pithoragarh","228","344","32346","2","2530","34864","682"
"Rudraprayag","64","256","21418","3","2681","24099","103"
"Tehri Garhwal","116","135","24157","1","2332","26482","369"
"US Nagar","500","856","107005","0","8757","115738","545"
"Uttarkashi","140","563","26695","5","1621","28314","192"
"Total","3262","5436","1100895","66","91289","1191882","3825"
