"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","2","0","2013","16","22","0"
"East Jaintia Hills","0","3","0","2572","33","18","1"
"East Khasi Hills","21","66","1","46825","1061","282","90"
"Eastern West Khasi Hills","1","4","0","126","6","28","0"
"North Garo Hills","6","3","0","1832","9","28","0"
"Ri-Bhoi","3","12","0","10231","96","99","1"
"South Garo Hills","0","1","0","1325","12","12","1"
"South West Garo Hills","5","7","0","2062","19","22","0"
"South West Khasi Hills","3","6","0","2670","19","13","0"
"West Garo Hills","14","41","0","10603","77","116","3"
"West Jaintia Hills","4","10","0","7113","139","86","6"
"West Khasi Hills","1","1","0","5619","75","25","0"
"Total","58","156","1","92991","1562","751","102"
