,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-05,DL,Central Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
1,1,2021-12-05,DL,East Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
2,2,2021-12-05,DL,New Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
3,3,2021-12-05,DL,North Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
4,4,2021-12-05,DL,North East Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
5,5,2021-12-05,DL,North West Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
6,6,2021-12-05,DL,Shahdara,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
7,7,2021-12-05,DL,South Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
8,8,2021-12-05,DL,South East Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
9,9,2021-12-05,DL,South West Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
10,10,2021-12-05,DL,West Delhi,,,,,,,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
11,11,2021-12-05,DL,Unknown,,,,1441358.0,25098.0,1415890.0,,2021-12-06 11:55:22.439043,,,,1441358,25098,1415890,31220984
