"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16979","16686","28","265"
"2","Chengalpattu","178779","172780","3446","2553"
"3","Chennai","577392","553075","15652","8665"
"4","Coimbatore","254744","250606","1614","2524"
"5","Cuddalore","64698","63699","123","876"
"6","Dharmapuri","29089","28712","96","281"
"7","Dindigul","33399","32687","60","652"
"8","Erode","108084","106938","435","711"
"9","Kallakurichi","31757","31402","145","210"
"10","Kancheepuram","76960","74839","853","1268"
"11","Kanyakumari","63599","62056","480","1063"
"12","Karur","25051","24600","85","366"
"13","Krishnagiri","44250","43743","145","362"
"14","Madurai","76023","74483","352","1188"
"15","Mayiladuthurai","23465","23119","26","320"
"16","Nagapattinam","21483","21059","63","361"
"17","Namakkal","54738","53999","220","519"
"18","Nilgiris","34571","34211","140","220"
"19","Perambalur","12246","11904","97","245"
"20","Pudukottai","30424","29960","43","421"
"21","Ramanathapuram","20778","20325","94","359"
"22","Ranipet","44015","42904","332","779"
"23","Salem","102932","100690","511","1731"
"24","Sivagangai","20602","20286","103","213"
"25","Tenkasi","27466","26936","44","486"
"26","Thanjavur","76688","75417","263","1008"
"27","Theni","43682","43100","59","523"
"28","Thirupathur","29568","28843","98","627"
"29","Thiruvallur","122452","118968","1618","1866"
"30","Thiruvannamalai","55544","54693","178","673"
"31","Thiruvarur","42092","41561","68","463"
"32","Thoothukudi","57225","56211","602","412"
"33","Tirunelveli","50024","49352","235","437"
"34","Tiruppur","99134","97544","562","1028"
"35","Trichy","79363","77768","491","1104"
"36","Vellore","51338","49328","865","1145"
"37","Villupuram","46296","45758","180","358"
"38","Virudhunagar","46789","45913","327","549"
"39","Airport Surveillance 
(International)","1167","1095","71","1"
"40","Airport Surveillance 
(Domestic)","1099","1085","13","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,76,413","27,08,763","30,817","36,833"
