TT|2023-05-25 07:55:19.720724|GetSource|ERR|File Not Found
TT|2023-05-25 09:55:10.580916|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-25 09:55:21.858135|ExtractFromHTML|OK|COMPLETED
TT|2023-05-25 11:55:09.958444|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-25 11:55:29.424478|ExtractFromHTML|OK|COMPLETED
TT|2023-05-25 13:55:09.688840|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-25 13:55:20.951029|ExtractFromHTML|OK|COMPLETED
TT|2023-05-25 15:55:16.907871|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-25 15:55:44.210322|ExtractFromHTML|OK|COMPLETED
TT|2023-05-25 17:55:09.226953|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-25 17:55:21.323009|ExtractFromHTML|OK|COMPLETED
TT|2023-05-26 07:55:26.886368|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-26 09:55:10.736334|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-06-10 04:11:23.519949|ExtractFromHTML|OK|COMPLETED
TT|2023-06-10 04:11:26.534033|ExtractFromHTML|OK|COMPLETED
