"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20258","19985","6","267"
"2","Chengalpattu","253111","250238","212","2661"
"3","Chennai","791805","780567","2168","9070"
"4","Coimbatore","340770","337936","216","2618"
"5","Cuddalore","75932","74972","64","896"
"6","Dharmapuri","36844","36555","6","283"
"7","Dindigul","39166","38451","50","665"
"8","Erode","136482","135622","126","734"
"9","Kallakurichi","36947","36728","4","215"
"10","Kancheepuram","98282","96972","7","1303"
"11","Kanyakumari","90329","89105","138","1086"
"12","Karur","30275","29886","17","372"
"13","Krishnagiri","62518","62010","136","372"
"14","Madurai","93253","91950","67","1236"
"15","Mayiladuthurai","27439","27050","59","330"
"16","Nagapattinam","26045","25641","29","375"
"17","Namakkal","69788","69224","30","534"
"18","Nilgiris","42912","42667","19","226"
"19","Perambalur","14947","14654","44","249"
"20","Pudukottai","35285","34834","25","426"
"21","Ramanathapuram","25012","24627","16","369"
"22","Ranipet","56656","55858","11","787"
"23","Salem","131790","129938","88","1764"
"24","Sivagangai","25196","24929","48","219"
"25","Tenkasi","33970","33454","26","490"
"26","Thanjavur","93583","92515","27","1041"
"27","Theni","51857","51310","14","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153595","151627","26","1942"
"30","Thiruvannamalai","68430","67723","22","685"
"31","Thiruvarur","48994","48501","20","473"
"32","Thoothukudi","67376","66863","65","448"
"33","Tirunelveli","66172","65636","91","445"
"34","Tiruppur","132203","131126","24","1053"
"35","Trichy","98221","96960","100","1161"
"36","Vellore","58152","56946","43","1163"
"37","Villupuram","56432","56021","44","367"
"38","Virudhunagar","59615","58996","64","555"
"39","Airport Surveillance 
(International)","1401","1396","4","1"
"40","Airport Surveillance 
(Domestic)","1169","1166","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,88,734","35,46,524","4,162","38,048"
