,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-05-05,MH,Mumbai,,,,1059395,19563,1039150,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
1,2022-05-05,MH,Thane,,,,767046,11915,755022,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
2,2022-05-05,MH,Palghar,,,,163618,3407,160205,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
3,2022-05-05,MH,Raigad,,,,244378,4945,239415,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
4,2022-05-05,MH,Ratnagiri,,,,84424,2546,81876,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
5,2022-05-05,MH,Sindhudurg,,,,57154,1533,55619,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
6,2022-05-05,MH,Pune,,,,1453742,20544,1432969,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
7,2022-05-05,MH,Satara,,,,278219,6713,271504,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
8,2022-05-05,MH,Sangli,,,,227055,5666,221388,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
9,2022-05-05,MH,Kolhapur,,,,220486,5904,214580,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
10,2022-05-05,MH,Solapur,,,,227058,5876,221176,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
11,2022-05-05,MH,Nashik,,,,472852,8910,463934,,2022-05-13T23:14:18.998344+05:30,,,,7878596,147845,7729642,80297135,0,0
