"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235345","232604","83","2658"
"3","Chennai","750812","741447","297","9068"
"4","Coimbatore","329879","327161","101","2617"
"5","Cuddalore","74240","73335","11","894"
"6","Dharmapuri","36190","35891","16","283"
"7","Dindigul","37474","36804","5","665"
"8","Erode","132661","131909","18","734"
"9","Kallakurichi","36520","36300","5","215"
"10","Kancheepuram","94368","93032","34","1302"
"11","Kanyakumari","86201","85103","13","1085"
"12","Karur","29752","29379","1","372"
"13","Krishnagiri","59624","59241","13","370"
"14","Madurai","91029","89784","9","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25440","25062","3","375"
"17","Namakkal","67996","67455","7","534"
"18","Nilgiris","42108","41846","36","226"
"19","Perambalur","14461","14211","1","249"
"20","Pudukottai","34462","34030","6","426"
"21","Ramanathapuram","24672","24295","9","368"
"22","Ranipet","53912","53123","2","787"
"23","Salem","127354","125581","11","1762"
"24","Sivagangai","23818","23590","9","219"
"25","Tenkasi","32743","32247","6","490"
"26","Thanjavur","92123","91065","19","1039"
"27","Theni","50597","50060","4","533"
"28","Thirupathur","35732","35094","5","633"
"29","Thiruvallur","147425","145459","27","1939"
"30","Thiruvannamalai","66804","66110","9","685"
"31","Thiruvarur","48009","47531","6","472"
"32","Thoothukudi","64946","64493","5","448"
"33","Tirunelveli","62761","62303","13","445"
"34","Tiruppur","129915","128841","22","1052"
"35","Trichy","94933","93754","18","1161"
"36","Vellore","57277","56081","33","1163"
"37","Villupuram","54580","54214","0","366"
"38","Virudhunagar","56825","56259","12","554"
"39","Airport Surveillance 
(International)","1246","1241","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,145","34,13,248","873","38,024"
