,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10039,9907,129,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,701186,341796,337696,21694,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,50,239,213,502,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319756,2304978,14730,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,94328794,44608316,47283035,2437443,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,1843,12490,25566,39899,4,4,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64502,64201,296,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,1696092,907260,757777,31055,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,194,489,177,860,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724220,716229,7986,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,45034251,24095061,20520080,419110,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,4634,8012,2846,15492,1,0,0,,,1332900000,Assam,34293000
4,Bihar,830644,818329,12256,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,129992005,70189142,58491863,1311000,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,48515,147047,26086,221648,5,7,0,,,1332900000,Bihar,119520000
5,Chandigarh,92190,90932,1165,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,2157979,1173282,941485,43212,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,193,491,215,899,22,5,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152327,1138260,14034,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,39241749,20619731,18120542,501476,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,4444,21964,2212,28620,6,7,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,1407094,775960,619779,11355,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,39,124,52,215,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1897141,1865755,26184,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,33829065,18005333,14907890,915842,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,2218,7517,8416,18151,970,1238,1,,,1332900000,Delhi,19814000
9,Goa,245525,241626,3832,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,2744392,1430388,1270387,43617,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,103,506,239,848,8,8,0,,,1332900000,Goa,1540000
10,Gujarat,1224594,1213467,10944,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,108292672,53926762,51661808,2704102,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,2759,28255,5783,36797,31,21,0,,,1332900000,Gujarat,67936000
11,Haryana,997759,984985,10621,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,42967449,23433722,19036399,497328,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,4320,9727,9131,23178,383,658,1,,,1332900000,Haryana,28672000
12,Himachal Pradesh,284896,280705,4136,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,13005085,6580782,6135542,288761,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,1605,5058,2349,9012,12,12,1,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,454125,449317,4751,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,22841813,11287877,11154867,399069,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,1569,13591,1041,16201,7,8,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,435272,429922,5318,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,39826130,23286699,16207789,331642,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,11015,17369,1440,29824,0,2,1,,,1332900000,Jharkhand,37403000
15,Karnataka,3949133,3907085,40105,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,107085168,54118541,51067883,1898744,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,11418,67649,16286,95353,167,150,0,,,1332900000,Karnataka,65798000
16,Kerala,6545403,6472911,69342,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,54401356,28439339,24339046,1622971,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,2033,1872,2248,6153,489,317,17,,,1332900000,Kerala,35125000
17,Ladakh,28253,28018,228,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,472393,236634,197491,38268,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,176,305,101,582,3,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11402,11350,52,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,122928,61412,57885,3631,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,2,2,82,86,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,7879843,7730581,147850,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,165795440,90429826,72881665,2483949,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,8141,62281,12103,82525,221,211,1,,,1332900000,Maharashtra,122153000
20,Manipur,137227,135100,2120,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,2864705,1561941,1213025,89739,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,719,1233,577,2529,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,93812,92207,1593,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,2471888,1401689,1031311,38888,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,527,829,214,1570,1,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,227849,226943,697,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,1600093,868298,689606,42189,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,918,1716,293,2927,55,46,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1041792,1030838,10735,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,118176211,60310405,56779919,1085887,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,5177,43226,2780,51183,45,26,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35492,34730,760,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,1637893,906113,702096,29684,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,333,1259,171,1763,0,1,0,,,1332900000,Nagaland,2150000
25,Odisha,1288239,1278939,9126,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,66388897,34538169,30641106,1209622,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,10309,41824,5886,58019,17,10,0,,,1332900000,Odisha,43671000
26,Puducherry,165799,163832,1962,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,1695204,965338,708086,21780,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,62,682,115,859,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,759976,742061,17751,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,42879068,23677607,18624048,577413,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,29296,50119,3088,82503,18,82,0,,,1332900000,Punjab,29859000
28,Rajasthan,1284468,1274289,9554,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,105507831,56253141,47492208,1762482,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,12041,54863,4888,71792,71,50,0,,,1332900000,Rajasthan,77264000
29,Sikkim,39154,38701,452,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,1160729,585269,538284,37176,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,114,489,113,716,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3454470,3416006,38025,2022-05-12,TT,43113413,524181,42570165,2022-05-12 11:49:56.576242,842458167,2022-05-11 00:00:00,471276,1907364495,1006865841,871647854,28850800,108747941,58753969,49007410,986562,https://www.icmr.gov.in/,2827,24,3230,167262,1162894,316174,1646330,38008,99870,4041,141919,39,41,0,,,1332900000,Tamil Nadu,75695000
