TT|2022-01-25 07:55:10.989364|GetSource|ERR|File Not Found
TT|2022-01-25 09:55:11.983744|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-01-25 09:55:28.490063|ExtractFromHTML|OK|COMPLETED
TT|2022-01-25 11:18:39.125476|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-01-25 11:18:56.603880|ExtractFromHTML|OK|COMPLETED
TT|2022-01-25 11:55:11.912623|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-01-25 11:55:29.805305|ExtractFromHTML|OK|COMPLETED
TT|2022-01-25 19:55:17.436775|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-01-25 20:00:13.238027|ExtractFromHTML|OK|COMPLETED
TT|2022-01-25 20:57:29.827710|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-01-25 20:57:54.435285|ExtractFromHTML|OK|COMPLETED
