"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 02-10-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"","1  Gurugram","21","115","300283","299142[21]","99.62","1026","15","30","175","5708737"
"2","Faridabad","4","19","135603","134843[1]","99.44","741","7","13","45","4180256"
"3","Hisar","0","7","63850","62661[1]","98.14","1182","1","0","1","2434539"
"4","Sonipat","0","0","59574","59298","99.54","276","4","6","10","2358382"
"5","Karnal","0","10","49881","49271[1]","98.78","600","1","1","9","2466420"
"6","Panchkula","0","13","48334","47900","99.10","421","3","3","6","1177764"
"7","Ambala","2","5","42823","42276[1]","98.72","542","0","0","0","2208316"
"8","Panipat","0","7","36750","36066","98.14","677","0","0","7","2130044"
"9","Sirsa","1","4","34211","33661","98.39","546","1","7","3","1988254"
"10  Rohtak","","0","9","33167","32604","98.30","537","0","0","1","1813624"
"","11  Yamunanagar","2","7","32673","32208","98.58","458","0","1","0","2039844"
"","12  Kurukshetra","3","9","27813","27397[1]","98.50","407","1","0","1","1626954"
"13  Bhiwani","","4","5","27168","26496[1]","97.53","667","0","1","18","1881065"
"14","Jind","0","0","25405","24861[1]","97.86","544","0","0","0","1781243"
"","15  Mahendragarh","0","2","25001","24834","99.33","165","0","0","3","1447477"
"16  Rewari","","0","0","24985","24761","99.10","224","23","16","2","1628231"
"17","Jhajjar","0","7","24097","23730","98.48","354","1","0","15","1634256"
"18  Fatehabad","","0","4","20294","19790","97.52","500","0","0","0","1214237"
"19  Kaithal","","0","2","15196","14818","97.51","376","0","0","29","1895988"
"20  Palwal","","0","1","13657","13480","98.70","176","0","0","0","1577700"
"21","Charkhi Dadri","0","0","8070","7923","98.18","147","1","1","38","954860"
"22  Nuh","","0","1","6179","6039","97.73","139","0","2","0","1227286"
"Haryana","","37","227","1055014","1044059[28]","98.96","10705","58","81","363","45375477"
