,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,9994,9782,129,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,655726,328341,319219,8166,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,45,337,261,643,8,21,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2315030,2290853,14707,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,84034210,43018145,39746810,1269255,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,7174,165576,16439,189189,528,1864,2,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64200,63544,295,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,1614932,884845,708175,21912,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,567,2439,338,3344,41,100,1,,,1332900000,Arunachal Pradesh,1504000
3,Assam,723861,714759,6623,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,42825840,23334538,19259541,231761,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,8819,67843,3362,80024,47,419,4,,,1332900000,Assam,34293000
4,Bihar,829457,816327,12253,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,117491912,65854033,50948691,689188,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,69495,188157,9831,267483,125,225,0,,,1332900000,Bihar,119520000
5,Chandigarh,91489,89956,1158,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,2020236,1121248,876213,22775,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,418,1415,279,2112,35,93,2,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1148301,1130227,14018,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,36003045,19561550,16097472,344023,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,14276,100111,4420,118807,421,1166,2,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11435,11410,4,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,1354709,753828,593478,7403,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,167,655,70,892,0,4,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1854167,1825050,26091,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,30842221,17223741,13233984,384496,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,9277,55813,4930,70020,739,905,5,,,1332900000,Delhi,19814000
9,Goa,244508,239496,3785,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,2635911,1390320,1216337,29254,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,295,1165,198,1658,103,481,3,,,1332900000,Goa,1540000
10,Gujarat,1219082,1200204,10864,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,101715327,51834929,47973164,1907234,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,24680,132996,25269,182945,870,2221,13,,,1332900000,Gujarat,67936000
11,Haryana,976636,961697,10512,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,40653568,22781107,17655073,217388,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,13309,53688,3515,70512,738,1263,8,,,1332900000,Haryana,28672000
12,Himachal Pradesh,281433,275098,4089,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,12349595,6312954,5881671,154970,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,1377,6769,4520,12666,260,584,3,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,451792,444069,4745,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,21277905,10702516,10314590,260799,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,8950,27646,4461,41057,232,937,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,433682,427301,5315,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,36192473,22052258,13934259,205956,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,23135,59362,2146,84643,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3933115,3873580,39738,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,99283292,52035671,46148712,1098909,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,13727,166663,15012,195402,1579,5079,23,,,1332900000,Karnataka,65798000
16,Kerala,6449026,6285477,63338,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,52098603,28039032,23196724,862847,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,5922,46402,12444,64768,8655,22707,319,,,1332900000,Kerala,35125000
17,Ladakh,27695,27051,228,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,438441,226776,185833,25832,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,43,223,287,553,54,105,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11358,11239,52,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,118039,59477,56334,2228,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,7,74,33,114,12,11,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,7853291,7681961,143532,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,153307331,87059067,64846857,1401407,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,34643,226356,18124,279123,2797,6383,40,,,1332900000,Maharashtra,122153000
20,Manipur,136239,132055,2090,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,2655384,1494053,1107435,53896,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,2380,3209,1001,6590,103,151,2,,,1332900000,Manipur,3103000
21,Meghalaya,93173,91098,1565,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,2332365,1354116,953043,25206,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,847,1885,251,2983,42,82,0,,,1332900000,Meghalaya,3224000
22,Mizoram,203325,192093,640,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,1481963,820535,638055,23373,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,725,1893,145,2763,1119,1871,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1031589,1009345,10709,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,112752938,57863449,54038994,850495,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,12880,73828,5433,92141,1328,2780,6,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35328,34228,753,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,1514650,863702,631803,19145,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,698,2373,386,3457,22,42,0,,,1332900000,Nagaland,2150000
25,Odisha,1280784,1264571,8961,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,59952332,32588537,26605918,757877,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,26121,119650,7408,153179,886,1465,16,,,1332900000,Odisha,43671000
26,Puducherry,165484,162834,1959,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,1560639,927321,621580,11738,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,195,531,123,849,68,113,0,,,1332900000,Puducherry,1504000
27,Punjab,756725,736804,17642,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,38340531,22238227,15734266,368038,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,65446,85959,6535,157940,269,689,7,,,1332900000,Punjab,29859000
28,Rajasthan,1271480,1247894,9501,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,97481325,53498010,42797110,1186205,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,37927,77505,11006,126438,1506,3510,7,,,1332900000,Rajasthan,77264000
29,Sikkim,38998,38344,440,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,1099813,562352,509725,27736,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,94,978,745,1817,11,46,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3441783,3380049,37962,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,97268981,55486476,41247387,535118,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,30701,93654,7921,132276,1252,4768,6,,,1332900000,Tamil Nadu,75695000
31,Telangana,785596,774742,4108,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,57359726,30762240,26175863,421623,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,20706,134233,4669,159608,453,1380,0,,,1332900000,Telangana,37220000
32,Tripura,100827,99797,919,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,5081178,2761999,2258443,60736,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,642,4631,801,6074,10,19,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2062262,2029351,23419,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,280491572,163309077,115071887,2110608,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,236525,912302,25958,1174785,849,2318,5,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,434615,422347,7667,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,16732900,8550271,7812994,369635,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,4124,16793,3921,24838,291,1085,3,,,1332900000,Uttarakhand,11141000
35,West Bengal,2012475,1982605,21094,2022-02-18,TT,42780235,510905,41977238,2022-02-18 12:48:11.917919,756851787,2022-02-17 00:00:00,1319327,1745749931,961352942,766918141,17478848,128551190,69866967,57172607,1511616,https://www.icmr.gov.in/,25920,492,66254,223116,3074175,698851,3996142,22514,241061,20874,284449,467,1367,15,,,1332900000,West Bengal,96906000
