"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","104","29","60032","0","4508","64534","44"
"Bageshwar","0","1","33907","0","2088","35991","0"
"Chamoli","155","105","44959","0","3196","48153","52"
"Champawat","159","322","56596","1","1908","58501","34"
"Dehradun","557","404","349343","1","32833","382041","73"
"Haridwar","181","149","299097","2","13055","312122","37"
"Nainital","289","408","73694","0","11304","84928","34"
"Pauri Garhwal","146","148","87910","0","5265","93168","5"
"Pithoragarh","118","14","38040","0","2558","40586","66"
"Rudraprayag","115","72","25561","0","2700","28261","43"
"Tehri Garhwal","59","57","31330","0","2350","33673","2"
"US Nagar","130","32","129919","1","8781","138676","16"
"Uttarkashi","130","19","35047","0","1637","36682","23"
"Total","2143","1760","1265435","5","92183","1357316","429"
