TT|2022-03-14 07:55:09.758434|GetSource|ERR|File Not Found
TT|2022-03-14 09:55:10.546921|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 09:55:23.563889|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 11:36:39.577895|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 11:36:56.585317|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 11:55:10.047509|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 11:55:23.811115|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 19:55:14.088471|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 19:55:32.390058|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 20:55:10.845121|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 20:55:38.388171|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 21:55:10.581273|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 21:55:26.674910|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 22:55:09.931392|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 22:55:25.819808|ExtractFromHTML|OK|COMPLETED
TT|2022-03-14 23:55:10.768879|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-14 23:55:26.333114|ExtractFromHTML|OK|COMPLETED
TT|2022-03-15 07:55:10.176752|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-15 09:55:09.341804|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
