"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2089","20","4","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","3","1","0","47900","1080","21","8"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","0","0","0","10600","102","11","1"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2270","21","3","0"
"South West Khasi Hills","0","0","0","2723","20","0","0"
"West Garo Hills","4","3","0","11881","84","17","1"
"West Jaintia Hills","0","0","0","7328","142","2","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","7","4","0","96663","1622","58","10"
