"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35178","0","34843","2","0","333","0"
"2","Ballari","4","97767","3","95964","114","0","1689","0"
"3","Belagavi","3","79903","9","78888","77","0","938","0"
"4","Bengaluru Rural","1","62006","3","61076","40","0","890","0"
"5","Bengaluru Urban","95","1251967","148","1229207","6478","0","16281","1"
"6","Bidar","0","24340","0","23936","0","0","400","4"
"7","Chamarajanagara","0","33001","4","32473","17","0","500","11"
"8","Chikkaballapura","2","43953","0","43501","22","0","429","1"
"9","Chikkamagaluru","2","51128","6","50668","65","0","395","0"
"10","Chitradurga","4","36670","3","36415","49","0","206","0"
"11","Dakshina 
Kannada","12","115490","36","113551","252","0","1680","7"
"12","Davanagere","1","50990","0","50359","23","0","608","0"
"13","Dharwada","0","60970","3","59642","11","0","1315","2"
"14","Gadag","0","26066","0","25747","0","0","319","0"
"15","Hassana","11","111796","21","110315","223","0","1256","2"
"16","Haveri","0","21947","0","21301","2","0","644","0"
"17","Kalaburagi","2","61928","3","61090","19","0","819","0"
"18","Kodagu","10","37105","7","36623","152","0","329","1"
"19","Kolara","1","46917","4","46270","9","0","638","0"
"20","Koppala","0","35198","0","34660","17","0","521","0"
"21","Mandya","4","73757","5","73034","73","0","650","0"
"22","Mysuru","16","179183","25","176472","293","2","2418","0"
"23","Raichuru","0","39973","0","39641","1","0","331","0"
"24","Ramanagara","0","24204","1","23870","14","0","320","0"
"25","Shivamogga","1","69445","13","68252","105","0","1088","0"
"26","Tumakuru","5","120841","11","119431","283","0","1127","0"
"27","Udupi","6","76724","6","76187","48","0","489","0"
"28","Uttara Kannada","7","56225","6","55345","114","0","766","0"
"29","Vijayapura","1","36268","1","35765","8","0","495","0"
"30","Yadagiri","0","27545","0","27337","1","0","207","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","188","2988521","318","2941896","8512","2","38084","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 01-11-2021 
 Page 5 of 8","","","","","","","","",""
