"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","1","0","2085","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","3","3","0","47877","1079","20","12"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","1","0","1920","10","1","0"
"Ri-Bhoi","2","3","0","10586","101","8","1"
"South Garo Hills","0","0","0","1442","16","1","0"
"South West Garo Hills","0","0","0","2266","21","3","0"
"South West Khasi Hills","1","0","0","2723","20","3","2"
"West Garo Hills","2","5","0","11853","84","21","2"
"West Jaintia Hills","0","1","0","7326","142","2","0"
"West Khasi Hills","0","0","0","5671","78","0","0"
"Total","8","14","0","96587","1620","60","17"
