"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","57","46","225512","0","12217","237729","360"
"Bageshwar","74","430","200059","0","5764","205823","161"
"Chamoli","26","26","277028","0","12245","289273","749"
"Champawat","73","315","229379","0","7605","236984","539"
"Dehradun","1681","2694","1843938","6","112471","1956409","280"
"Haridwar","1251","1877","2056515","1","51526","2108041","239"
"Nainital","161","646","526786","2","39250","566036","377"
"Pauri Garhwal","502","103","375420","0","17689","393109","1742"
"Pithoragarh","60","543","209528","0","10263","219791","225"
"Rudraprayag","37","108","186460","0","8801","195261","315"
"Tehri Garhwal","28","67","292388","0","15838","308226","406"
"US Nagar","284","609","884608","0","37878","922486","1102"
"Uttarkashi","125","283","330049","2","12559","342608","616"
"Total","4359","7747","7637670","11","344106","7981776","7111"
