"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20244","19962","15","267"
"2","Chengalpattu","252472","249378","434","2660"
"3","Chennai","790182","778717","2395","9070"
"4","Coimbatore","340269","337326","325","2618"
"5","Cuddalore","75802","74841","65","896"
"6","Dharmapuri","36817","36516","18","283"
"7","Dindigul","38990","38255","70","665"
"8","Erode","136223","135302","187","734"
"9","Kallakurichi","36935","36708","12","215"
"10","Kancheepuram","98054","96707","44","1303"
"11","Kanyakumari","89939","88622","231","1086"
"12","Karur","30251","29854","25","372"
"13","Krishnagiri","62199","61647","180","372"
"14","Madurai","93085","91767","82","1236"
"15","Mayiladuthurai","27380","26988","62","330"
"16","Nagapattinam","25984","25594","15","375"
"17","Namakkal","69717","69134","49","534"
"18","Nilgiris","42850","42575","49","226"
"19","Perambalur","14913","14626","38","249"
"20","Pudukottai","35237","34783","28","426"
"21","Ramanathapuram","24998","24618","12","368"
"22","Ranipet","56430","55576","67","787"
"23","Salem","131528","129599","165","1764"
"24","Sivagangai","25105","24836","50","219"
"25","Tenkasi","33900","33367","43","490"
"26","Thanjavur","93500","92409","50","1041"
"27","Theni","51842","51281","28","533"
"28","Thirupathur","36083","35447","3","633"
"29","Thiruvallur","153269","151241","86","1942"
"30","Thiruvannamalai","68325","67610","30","685"
"31","Thiruvarur","48965","48483","9","473"
"32","Thoothukudi","67215","66689","78","448"
"33","Tirunelveli","65955","65409","101","445"
"34","Tiruppur","132054","130903","98","1053"
"35","Trichy","98021","96745","115","1161"
"36","Vellore","58095","56894","38","1163"
"37","Villupuram","56274","55864","43","367"
"38","Virudhunagar","59426","58741","130","555"
"39","Airport Surveillance 
(International)","1394","1391","2","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,81,516","35,37,998","5,472","38,046"
