,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Aizawl,,,,,32,210,,,,,,476.0,3191.0,404054,,,,,,,,317161,253246,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
1,1,1,1,1,1,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Champhai,,,,,21,653,,,,,,247.0,1597.0,125370,,,,,,,,74736,58841,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
2,2,2,2,2,2,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Hnahthial,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
3,3,3,3,3,3,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Khawzawl,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
4,4,4,4,4,4,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Kolasib,,,,,57,284,,,,,,139.0,757.0,83054,,,,,,,,51187,36219,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
5,5,5,5,5,5,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Lawngtlai,,,,,795,659,,,,,,4390.0,2371.0,117444,,,,,,,,65584,31129,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
6,6,6,6,6,6,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Lunglei,,,,,0,0,,,,,,134.0,1513.0,154094,,,,,,,,95829,77290,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
7,7,7,7,7,7,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Mamit,,,,,70,235,,,,,,305.0,970.0,85757,,,,,,,,44524,31321,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
8,8,8,8,8,8,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Saiha,,,,,5,9,,,,,,37.0,330.0,56366,,,,,,,,35030,22423,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
9,9,9,9,9,9,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Saitual,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
10,10,10,10,10,10,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Serchhip,,,,,28,75,,,,,,46.0,228.0,64875,,,,,,,,42020,37132,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
11,11,11,11,11,11,2021-11-23,MZ,400,3,656,0,1008,2125,2869,2875.0,15.0,3794.0,,5774.0,10957.0,Unknown,400.0,3.0,656.0,,0,0,2869.0,2875.0,15.0,3794.0,,0.0,0.0,0,,,,132720.0,482.0,127782.0,,0,0,2021-11-24 10:14:49.969185,1192000,,,,132720,482,127782,,726071,547601,0,0,0,0,0
