,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
11,11,11,11,11,11,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Haryana,17,0,15,0,37424,84573,82,119.0,2.0,123.0,0.0,243461.0,501199.0,28672000,0,0,0,771582,10053,761389,0,18344376,9515686,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
12,12,12,12,12,12,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Himachal Pradesh,84,1,93,0,4832,67326,746,567.0,13.0,821.0,0.0,32562.0,465343.0,7300000,0,0,0,226589,3835,221889,0,5790052,4755033,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
13,13,13,13,13,13,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Jammu and Kashmir,179,2,195,0,2957,63615,868,1275.0,9.0,1163.0,0.0,19912.0,341054.0,13203000,0,0,0,335707,4464,329596,0,9580090,6751525,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
14,14,14,14,14,14,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Jharkhand,12,0,20,0,59665,96724,145,120.0,1.0,129.0,0.0,419328.0,610715.0,37403000,0,0,0,349161,5140,343898,0,16169551,7201883,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
15,15,15,15,15,15,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Karnataka,224,5,379,0,69771,245447,1768,1725.0,29.0,2482.0,0.0,546052.0,1672111.0,65798000,0,0,0,2994001,38182,2949083,0,43872424,27061603,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
16,16,16,16,16,16,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Kerala,4972,370,5978,0,9054,97233,46920,38539.0,1958.0,47199.0,0.0,71089.0,761165.0,35125000,0,0,0,5109674,38045,5018279,0,25606524,16527872,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
17,17,17,17,17,17,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Ladakh,20,0,12,0,138,1066,93,140.0,1.0,110.0,0.0,845.0,5965.0,293000,0,0,0,21369,212,20931,0,211126,167245,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
18,18,18,18,18,18,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Lakshadweep,2,0,0,0,4,56,0,16.0,0.0,0.0,0.0,46.0,703.0,68000,0,0,0,10381,51,10314,0,55359,48691,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
19,19,19,19,19,19,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Madhya Pradesh,12,1,12,0,36044,408004,47,71.0,2.0,56.0,0.0,360973.0,4371815.0,82232000,0,0,0,793052,10527,782435,0,50719689,30662920,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
20,20,20,20,20,20,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Maharashtra,766,19,929,0,268974,351369,6364,5425.0,130.0,7640.0,0.0,1893854.0,2343530.0,122153000,0,0,0,6631297,140766,6477379,0,71758896,36719153,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
21,21,21,21,21,21,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Manipur,50,1,40,0,865,3724,344,419.0,10.0,259.0,0.0,8244.0,32399.0,3103000,0,0,0,125007,1963,122357,0,1272978,844771,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
22,22,22,22,22,22,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Meghalaya,24,0,23,0,3008,5449,202,213.0,2.0,177.0,0.0,18525.0,40046.0,3224000,0,0,0,84293,1467,82529,0,1153143,783435,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
23,23,23,23,23,23,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Mizoram,400,3,656,0,1052,1700,3394,2875.0,15.0,3794.0,0.0,5476.0,9971.0,1192000,0,0,0,132720,482,127782,0,726191,547694,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
24,24,24,24,24,24,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Nagaland,8,0,10,0,1092,1777,83,50.0,1.0,71.0,0.0,8699.0,11576.0,2150000,0,0,0,32068,696,31246,0,729054,536231,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
25,25,25,25,25,25,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Odisha,212,2,255,0,64849,121521,1941,1524.0,15.0,2006.0,0.0,426254.0,845005.0,43671000,0,0,0,1047386,8396,1037001,0,27416062,14703407,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
26,26,26,26,26,26,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Puducherry,38,0,41,0,938,1794,186,223.0,4.0,238.0,0.0,5391.0,14121.0,1504000,0,0,0,128718,1870,126547,0,748022,447047,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
27,27,27,27,27,27,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Punjab,41,1,32,0,22804,49828,182,210.0,14.0,228.0,0.0,136899.0,308821.0,29859000,0,0,0,603043,16587,586186,0,16391143,7174955,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
28,28,28,28,28,28,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Rajasthan,23,0,18,0,36997,204406,29,112.0,1.0,48.0,0.0,214323.0,1145543.0,77264000,0,0,0,954651,8955,945560,0,43153103,22962939,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
29,29,29,29,29,29,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Sikkim,0,0,0,0,18,383,64,63.0,2.0,62.0,0.0,304.0,4257.0,664000,0,0,0,32171,403,31652,0,522915,466390,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
30,30,30,30,30,30,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Tamil Nadu,741,13,808,0,133536,177490,6170,5341.0,90.0,6064.0,0.0,1482000.0,2312437.0,75695000,0,0,0,2721762,36401,2676825,0,43933527,22522110,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
31,31,31,31,31,31,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Telangana,153,1,157,0,88678,103009,1033,956.0,8.0,1152.0,0.0,564244.0,772469.0,37220000,0,0,0,674845,3984,667328,0,24459280,12171557,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
32,32,32,32,32,32,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Tripura,18,1,8,0,2252,10144,93,57.0,3.0,88.0,0.0,9864.0,87588.0,3992000,0,0,0,84748,820,83849,0,2535647,1962436,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
33,33,33,33,33,33,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Uttar Pradesh,2,0,12,0,740638,824944,54,58.0,0.0,63.0,0.0,4103764.0,4801487.0,224979000,0,0,0,1710346,22909,1687343,0,107179213,44765290,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
34,34,34,34,34,34,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,Uttarakhand,8,2,16,0,4424,50457,55,65.0,3.0,71.0,0.0,26542.0,297869.0,11141000,0,0,0,344123,7407,336551,0,7550071,4739624,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
35,35,35,35,35,35,2021-11-23,TT,9283,437,10949,1284986,2300346,4687044,80439,69165.0,2431.0,83808.0,7757889.0,15035163.0,31418185.0,West Bengal,720,10,741,0,232112,421409,5384,5386.0,74.0,5425.0,0.0,1413501.0,1912913.0,96906000,0,0,0,1611180,19407,1583859,0,61989830,26860530,2021-11-24 10:47:57.397761,1332900000,2021-11-23 00:00:00,https://www.icmr.gov.in/,0,34535763,466584,33957698,634774225,772641020,412351886,0,0,0,0,0
