,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,East Garo Hills,2,0,2,,200,269,0,5,18.0,0.0,8.0,,1261.0,2650.0,0,317618,,,,1898,14,1864,,51576,29380,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
1,1,1,1,1,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,East Jaintia Hills,0,0,1,,228,849,0,2,2.0,0.0,2.0,,792.0,2996.0,0,122436,,,,2440,32,2405,,66510,42902,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
2,2,2,2,2,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,East Khasi Hills,14,0,17,,334,1077,0,148,152.0,2.0,132.0,,2091.0,7851.0,0,824059,,,,41510,994,40303,,325054,253173,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
3,3,3,3,3,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,North Garo Hills,0,0,0,,170,405,0,-1,0.0,0.0,0.0,,1004.0,2712.0,0,118325,,,,1685,8,1677,,65794,38705,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
4,4,4,4,4,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,Ri-Bhoi,1,0,1,,0,0,0,10,9.0,0.0,12.0,,0.0,0.0,0,0,,,,9725,90,9621,,0,0,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
5,5,5,5,5,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,South Garo Hills,0,0,0,,772,822,0,0,0.0,0.0,1.0,,4615.0,4235.0,0,142574,,,,1217,12,1205,,45647,26066,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
6,6,6,6,6,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,South West Garo Hills,0,0,0,,118,149,0,0,0.0,0.0,1.0,,1229.0,2219.0,0,172495,,,,1873,18,1855,,80645,53012,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
7,7,7,7,7,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,South West Khasi Hills,0,0,0,,47,100,0,0,0.0,0.0,0.0,,386.0,1568.0,0,110152,,,,2549,17,2532,,34320,21948,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
8,8,8,8,8,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,West Garo Hills,2,0,1,,809,1587,0,20,12.0,0.0,10.0,,3113.0,7176.0,0,642923,,,,9073,73,8983,,218376,147382,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
9,9,9,9,9,2021-11-23,ML,24,0,23,0,3399,6697,0,202,213.0,2.0,177.0,,18637.0,40613.0,0.0,West Jaintia Hills,0,0,1,,162,362,0,3,3.0,0.0,2.0,,1726.0,3726.0,0,270352,,,,6819,135,6673,,88406,60784,0,0,2021-11-24T10:25:57.931333+05:30,3224000,,,,84293,1467,82529,,1152975,783265,0,0,0.0,0
