,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Ariyalur,0,0,3,,2980,3583,18,14.0,1.0,22.0,,40429.0,32491.0,752481,,,,16915,263,16627,,534001,225697,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
1,1,1,1,1,1,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Chengalpattu,59,0,76,,2284,5403,560,407.0,7.0,528.0,,23255.0,51508.0,2556244,,,,173361,2529,170173,,1383269,711232,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
2,2,2,2,2,2,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Chennai,114,3,124,,4362,10513,799,793.0,18.0,771.0,,50472.0,137115.0,7100000,,,,557320,8598,547448,,5009220,3134252,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
3,3,3,3,3,3,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Coimbatore,121,3,108,,1481,7461,709,850.0,9.0,768.0,,21528.0,116142.0,3472578,,,,249397,2449,245690,,2760305,1441113,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
4,4,4,4,4,4,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Cuddalore,5,0,12,,9128,18404,103,52.0,1.0,91.0,,109787.0,139016.0,2600880,,,,64356,872,63382,,1772841,963989,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
5,5,5,5,5,5,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Dharmapuri,8,0,10,,1544,4021,110,72.0,0.0,102.0,,11873.0,36244.0,1502900,,,,28740,278,28324,,796423,359513,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
6,6,6,6,6,6,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Dindigul,1,0,4,,7518,8361,33,33.0,0.0,31.0,,79091.0,102489.0,2161367,,,,33200,650,32496,,1346275,689175,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
7,7,7,7,7,7,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Erode,78,0,63,,1727,5043,443,505.0,1.0,457.0,,20767.0,76388.0,2259608,,,,105847,694,104323,,1409737,714054,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
8,8,8,8,8,8,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Kallakurichi,2,0,11,,3847,5652,52,30.0,0.0,51.0,,41400.0,60100.0,1370281,,,,31540,210,31254,,774219,438845,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
9,9,9,9,9,9,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Kancheepuram,17,1,24,,1592,3617,176,120.0,1.0,197.0,,11701.0,25172.0,1166401,,,,75457,1263,73997,,693484,306351,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
10,10,10,10,10,10,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Kanyakumari,9,0,17,,1341,4215,134,80.0,3.0,115.0,,17881.0,69963.0,1863178,,,,62718,1055,61518,,1134570,587303,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
11,11,11,11,11,11,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Karur,19,0,15,,9537,2918,136,112.0,0.0,128.0,,45090.0,43329.0,1076588,,,,24497,361,23963,,677633,379643,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
12,12,12,12,12,12,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Krishnagiri,5,0,9,,1565,4826,82,51.0,2.0,90.0,,15042.0,44666.0,1883731,,,,43787,353,43359,,1074312,510164,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
13,13,13,13,13,13,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Madurai,5,0,7,,5030,5991,77,77.0,3.0,85.0,,49646.0,74257.0,3991038,,,,75465,1182,74159,,1585987,732612,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
14,14,14,14,14,14,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Mayiladuthurai,3,0,2,,0,0,29,21.0,0.0,31.0,,0.0,0.0,901000,,,,23352,316,23014,,0,0,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
15,15,15,15,15,15,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Nagapattinam,9,0,6,,3600,5392,61,69.0,3.0,58.0,,21264.0,50898.0,1614069,,,,21282,355,20830,,850002,403665,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
16,16,16,16,16,16,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Namakkal,43,0,42,,1452,3805,288,277.0,2.0,323.0,,14952.0,50275.0,1721179,,,,53171,505,52258,,1014655,503898,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
17,17,17,17,17,17,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Nilgiris,16,0,18,,157,3070,122,127.0,0.0,109.0,,1766.0,28671.0,735071,,,,33977,213,33556,,506100,421965,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
18,18,18,18,18,18,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Perambalur,2,0,2,,1713,930,14,10.0,0.0,15.0,,16652.0,27555.0,564511,,,,12099,244,11843,,352906,189413,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
19,19,19,19,19,19,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Pudukkottai,4,0,5,,2578,4252,39,28.0,0.0,42.0,,16544.0,56687.0,1918725,,,,30311,417,29838,,857621,445665,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
20,20,20,20,20,20,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Ramanathapuram,2,0,3,,9347,9121,12,20.0,0.0,14.0,,89690.0,63515.0,1337560,,,,20617,359,20232,,823162,419776,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
21,21,21,21,21,21,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Ranipet,4,0,1,,1457,3635,32,18.0,0.0,26.0,,14911.0,28645.0,1210277,,,,43526,775,42723,,590428,240372,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
22,22,22,22,22,22,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Salem,40,0,46,,5815,10464,381,299.0,6.0,395.0,,80399.0,127667.0,3480008,,,,100998,1698,98856,,2044980,1031217,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
23,23,23,23,23,23,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Sivaganga,3,1,5,,854,3076,60,31.0,1.0,49.0,,13949.0,54790.0,1341250,,,,20360,209,20085,,754283,406984,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
24,24,24,24,24,24,2021-11-23,TN,741,13,808,100817,156096,209592,6170,5341.0,90.0,6064.0,709981.0,1500322.0,2348838.0,Tenkasi,1,0,2,,4324,9140,16,5.0,0.0,14.0,,26864.0,68820.0,1407627,,,,27385,485,26891,,781016,361776,2021-11-24T10:26:00.783396+05:30,75695000,,,,2721762,36401,2676825,53560440,43924986,22510548,0,0,0,0,0
