"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19886","19616","3","267"
"2","Chengalpattu","236808","233598","552","2658"
"3","Chennai","754594","744215","1311","9068"
"4","Coimbatore","330289","327500","172","2617"
"5","Cuddalore","74284","73380","9","895"
"6","Dharmapuri","36197","35914","0","283"
"7","Dindigul","37482","36816","1","665"
"8","Erode","132706","131953","19","734"
"9","Kallakurichi","36526","36307","4","215"
"10","Kancheepuram","94640","93235","103","1302"
"11","Kanyakumari","86338","85167","86","1085"
"12","Karur","29760","29386","2","372"
"13","Krishnagiri","59659","59281","8","370"
"14","Madurai","91088","89828","24","1236"
"15","Mayiladuthurai","26503","26168","5","330"
"16","Nagapattinam","25445","25069","1","375"
"17","Namakkal","68017","67479","4","534"
"18","Nilgiris","42180","41921","33","226"
"19","Perambalur","14467","14213","5","249"
"20","Pudukottai","34477","34050","1","426"
"21","Ramanathapuram","24683","24315","0","368"
"22","Ranipet","53964","53155","22","787"
"23","Salem","127437","125651","24","1762"
"24","Sivagangai","23857","23623","15","219"
"25","Tenkasi","32751","32257","4","490"
"26","Thanjavur","92180","91131","9","1040"
"27","Theni","50606","50071","2","533"
"28","Thirupathur","35739","35105","1","633"
"29","Thiruvallur","147738","145667","132","1939"
"30","Thiruvannamalai","66821","66132","4","685"
"31","Thiruvarur","48024","47549","3","472"
"32","Thoothukudi","64994","64528","18","448"
"33","Tirunelveli","62820","62341","34","445"
"34","Tiruppur","129953","128893","8","1052"
"35","Trichy","95019","93824","34","1161"
"36","Vellore","57346","56170","13","1163"
"37","Villupuram","54592","54224","2","366"
"38","Virudhunagar","56848","56290","4","554"
"39","Airport Surveillance 
(International)","1310","1295","14","1"
"40","Airport Surveillance 
(Domestic)","1130","1121","8","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,59,586","34,18,866","2,694","38,026"
