"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","2","2","0","1873","1854","13"
"East Jaintia Hills","4","0","0","0","2435","2399","32"
"East Khasi Hills","238","23","43","1","41243","40014","991"
"North Garo Hills","2","0","0","0","1685","1675","8"
"Ri-Bhoi","13","0","0","0","9707","9604","90"
"South Garo Hills","0","0","0","0","1216","1204","12"
"South West Garo Hills","0","0","0","0","1872","1854","18"
"South West Khasi Hills","3","0","0","0","2549","2529","17"
"West Garo Hills","25","2","2","0","9049","8952","72"
"West Jaintia Hills","7","0","4","0","6807","6665","135"
"West Khasi Hills","21","1","6","0","5478","5385","72"
"Total","319","28","57","1","83914","82135","1460"
