TT|2022-07-14 07:55:11.284542|GetSource|ERR|File Not Found
TT|2022-07-14 09:55:12.918200|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 09:55:27.134462|ExtractFromHTML|OK|COMPLETED
TT|2022-07-14 11:55:11.944891|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 11:58:03.578865|ExtractFromHTML|OK|COMPLETED
TT|2022-07-14 19:55:12.966293|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 19:57:10.162673|ExtractFromHTML|OK|COMPLETED
TT|2022-07-14 20:55:11.257332|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 20:55:42.492058|ExtractFromHTML|OK|COMPLETED
TT|2022-07-14 21:55:11.325077|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 22:13:07.290756|ExtractFromHTML|OK|COMPLETED
TT|2022-07-14 22:55:12.295701|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 22:55:39.569726|ExtractFromHTML|OK|COMPLETED
TT|2022-07-14 23:55:12.230611|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-14 23:56:56.316328|ExtractFromHTML|OK|COMPLETED
TT|2022-07-15 07:55:13.340064|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-15 09:55:10.333896|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
