TT|2022-05-01 07:55:09.734765|GetSource|ERR|File Not Found
TT|2022-05-01 09:55:09.339149|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 09:55:44.738980|ExtractFromHTML|OK|COMPLETED
TT|2022-05-01 11:55:11.308629|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 11:55:28.236271|ExtractFromHTML|OK|COMPLETED
TT|2022-05-01 19:55:10.187475|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 19:55:26.048184|ExtractFromHTML|OK|COMPLETED
TT|2022-05-01 20:55:10.442634|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 20:55:45.804827|ExtractFromHTML|OK|COMPLETED
TT|2022-05-01 21:55:10.303573|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 21:55:27.346243|ExtractFromHTML|OK|COMPLETED
TT|2022-05-01 22:55:10.252042|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 22:55:26.287807|ExtractFromHTML|OK|COMPLETED
TT|2022-05-01 23:55:10.584759|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-01 23:55:29.387679|ExtractFromHTML|OK|COMPLETED
TT|2022-05-02 07:55:10.385974|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-02 09:55:10.014446|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
