,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10742,10612,129,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,991263.0,347616.0,353284.0,290363.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,0.0,0.0,0.0,0.0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339067,2324331,14733,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,110556756.0,44701835.0,47572082.0,18282839.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,53.0,24.0,243.0,320.0,0,1,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66890,66594,296,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,1911760.0,960319.0,820420.0,131021.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,3.0,48.0,62.0,113.0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,50284712.0,24811312.0,22130877.0,3342523.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,55.0,243.0,213.0,511.0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851379,839062,12302,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,157197048.0,73464269.0,67881190.0,15851589.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,1178.0,1102.0,1134.0,3414.0,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,99348,98161,1181,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,2282281.0,1185028.0,985727.0,111526.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,8.0,19.0,40.0,67.0,2,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177749,1163597,14146,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,49148963.0,21266420.0,20339991.0,7542552.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,339.0,1563.0,4967.0,6869.0,0,2,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,1578492.0,782241.0,636798.0,159453.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,1.0,3.0,18.0,22.0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007188,1980632,26521,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,37366540.0,18291500.0,15708844.0,3366196.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,100.0,126.0,1079.0,1305.0,13,17,0,,,1332900000,Delhi,19814000
9,Goa,259079,255040,4013,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,2872582.0,1439825.0,1295360.0,137397.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,2.0,1.0,26.0,29.0,9,2,0,,,1332900000,Goa,1540000
10,Gujarat,1277557,1266473,11043,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,127793984.0,54386893.0,54009363.0,19397728.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,231.0,226.0,3633.0,4090.0,6,4,0,,,1332900000,Gujarat,67936000
11,Haryana,1056602,1045845,10714,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,45457359.0,23672914.0,19827326.0,1957119.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,166.0,198.0,1326.0,1690.0,5,4,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312644,308408,4213,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,15278680.0,6645401.0,6324262.0,2309017.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,18.0,144.0,739.0,901.0,1,6,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479410,474608,4785,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,24738039.0,11371636.0,11766441.0,1599962.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,41.0,23.0,446.0,510.0,0,1,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442570,437236,5331,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,43689769.0,23952113.0,17766695.0,1970961.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,964.0,3357.0,2650.0,6971.0,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4071893,4030311,40307,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,120928251.0,55156045.0,55318677.0,10453529.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,934.0,2028.0,23171.0,26133.0,39,12,0,,,1332900000,Karnataka,65798000
16,Kerala,6828245,6755304,71552,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,57477992.0,29147233.0,25260508.0,3070251.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,124.0,277.0,759.0,1160.0,99,67,1,,,1332900000,Kerala,35125000
17,Ladakh,29412,29178,231,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,564943.0,238259.0,203928.0,122756.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,0.0,0.0,53.0,53.0,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,145008.0,61807.0,60495.0,22706.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,0.0,0.0,0.0,0.0,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8136588,7988008,148416,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,177678309.0,91646948.0,76558400.0,9472961.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,1466.0,2288.0,7013.0,10767.0,36,36,1,,,1332900000,Maharashtra,122153000
20,Manipur,139922,137773,2149,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,3265933.0,1648705.0,1338128.0,279100.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,11.0,6.0,1.0,18.0,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,96783,95158,1624,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,2621058.0,1446343.0,1087022.0,87693.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,1.0,0.0,0.0,1.0,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,238964,238238,726,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,1790818.0,894207.0,749419.0,147192.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,0.0,0.0,0.0,0.0,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1054918,1044138,10776,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,133590884.0,60745311.0,59203337.0,13642236.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,107.0,140.0,1547.0,1794.0,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35986,35204,782,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,1737554.0,923518.0,744336.0,69700.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,0.0,0.0,0.0,0.0,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1336552,1327256,9205,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,81445474.0,35250079.0,33000681.0,13194714.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,29.0,24.0,487.0,540.0,6,4,0,,,1332900000,Odisha,43671000
26,Puducherry,175508,173528,1975,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,2272617.0,994468.0,867718.0,410431.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,10.0,30.0,134.0,174.0,3,0,0,,,1332900000,Puducherry,1504000
27,Punjab,785429,764867,19289,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,46970300.0,24153653.0,20975622.0,1841025.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,47.0,75.0,273.0,395.0,1230,1,0,,,1332900000,Punjab,29859000
28,Rajasthan,1315455,1305714,9653,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,115325052.0,57018406.0,50923582.0,7383064.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,414.0,2290.0,3919.0,6623.0,7,2,0,,,1332900000,Rajasthan,77264000
29,Sikkim,44319,43819,499,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,1360444.0,591875.0,554656.0,213913.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,0.0,0.0,0.0,0.0,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3594388,3556279,38049,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,127442612.0,61203392.0,57184044.0,9055176.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,1458.0,2196.0,3526.0,7180.0,11,6,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,841324,837142,4111,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,77201708.0,32438491.0,31535085.0,13228132.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,307.0,465.0,3720.0,4492.0,12,6,0,,,1332900000,Telangana,37220000
32,Tripura,108034,107094,940,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,5916312.0,2916647.0,2523498.0,476167.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,13.0,43.0,131.0,187.0,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2128103,2104424,23633,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,390639421.0,176960059.0,168815155.0,44864207.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,775.0,1736.0,6304.0,8815.0,2,6,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,449379,441600,7751,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,20051709.0,9115275.0,8723241.0,2213193.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,68.0,105.0,485.0,658.0,2,1,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2118606,2097016,21532,2022-12-29,TT,44677915,530698,44143665,2022-12-29 14:00:03.806795,910128182,2022-12-27 00:00:00,0,2200808592,1027183514,951175702,222449376,155962840.0,73521805.0,66691768.0,15749267.0,https://www.icmr.gov.in/,268,2,182,67531,17772,8599,93902,302.0,360.0,2663.0,3325.0,9,4,0,,,1332900000,West Bengal,96906000
